CustomerID,Recency,Frequency,Monetary,TotalQuantity,AvgQuantity,MedianQuantity,MaxQuantity,MinQuantity,QuantitySTD,AvgRevenue,MedianRevenue,MaxRevenue,MinRevenue,RevenueSTD,RevenueRange,UniqueProducts,AvgProductsPerInvoice,ActiveMonths,PurchaseSpan,WeekendPurchaseRate,AvgDaysBetweenPurchases,CancelledTransactions,CancelledRevenue,CancellationRate,Country,AverageBasketValue,PurchaseVelocity,ProductDiversityRatio,PurchaseTrend,RevenueTrend
12356.0,23,6,6371.73,3416,24.056338028169016,18.0,120,1,22.53343446446544,1061.9550000000002,695.9499999999999,2301.96,58.35,987.7176308591439,2243.61,104,23.5,4,401,0.0,79.8,0.0,0.0,0.0,Portugal,1061.955,0.014925373134328358,17.333333333333332,0.0,-748.8700000000003
12357.0,33,3,18287.66,6587,22.25337837837838,16.0,96,1,18.948636784885004,6095.886666666666,6207.67,11229.99,850.0,5190.89777738238,10379.99,261,98.66666666666667,1,355,44.25675675675676,177.5,0.0,0.0,0.0,Switzerland,6095.886666666666,0.008426966292134831,87.0,-1.0,-5872.32
12358.0,2,5,3887.07,1079,14.012987012987013,12.0,60,1,15.045101936382649,777.414,683.2,1429.83,268.1,457.95322575564416,1161.73,56,15.2,4,730,0.0,182.0,0.0,0.0,0.0,Austria,777.414,0.006839945280437756,11.2,-1.0,-1550.9500000000003
12359.0,58,10,8873.39,2739,7.566298342541437,6.0,200,1,15.080477449676156,887.3389999999999,549.415,2814.3,78.2,838.0305996726956,2736.1000000000004,305,36.0,6,676,17.403314917127073,74.88888888888889,4.0,-221.05,28.57142857142857,Cyprus,887.3389999999999,0.014771048744460856,30.5,-2.0,3746.6699999999996
12360.0,52,8,4252.89,2459,11.331797235023041,10.0,120,1,10.274498861140865,531.6112499999999,578.37,1083.58,40.0,411.0423703372926,1043.58,160,27.125,6,603,0.0,85.71428571428571,1.0,-40.0,11.11111111111111,Austria,531.61125,0.013245033112582781,20.0,-2.0,1071.23
12361.0,287,4,511.25,235,8.10344827586207,10.0,20,1,4.177702953830412,127.8125,111.6,189.9,98.15,41.9202889422294,91.75,18,7.25,4,394,20.689655172413794,131.0,0.0,0.0,0.0,Belgium,127.8125,0.010126582278481013,4.5,-2.0,-131.45000000000002
12362.0,3,11,5356.23,2230,8.352059925093632,6.0,36,1,5.846053346123244,486.93000000000006,479.1,829.99,130.0,197.0517970483903,699.99,201,24.272727272727273,8,735,0.0,73.0,3.0,-71.65,21.428571428571427,Belgium,486.92999999999995,0.014945652173913044,18.272727272727273,9.0,5096.23
12363.0,110,2,552.0,408,17.73913043478261,24.0,36,2,9.250146884850228,276.0,276.0,299.1,252.89999999999998,32.66833329081853,46.200000000000045,23,11.5,2,132,0.0,132.0,0.0,0.0,0.0,Unspecified,276.0,0.015037593984962405,11.5,2.0,552.0
12364.0,8,4,1313.1,1506,17.71764705882353,12.0,180,1,19.43586018329073,328.275,304.69,623.92,79.8,223.8464428278159,544.12,70,21.25,4,104,25.882352941176475,34.333333333333336,0.0,0.0,0.0,Belgium,328.275,0.0380952380952381,17.5,4.0,1313.1
12365.0,291,2,641.38,174,7.909090909090909,6.0,12,1,3.926819759030636,320.69,320.69,320.69,320.69,0.0,0.0,22,11.0,1,0,0.0,0.0,1.0,-320.69,33.33333333333333,Cyprus,320.69,2.0,11.0,2.0,641.38
12366.0,634,1,500.24,296,98.66666666666667,96.0,104,96,4.618802153517004,500.24,500.24,500.24,500.24,0.0,0.0,3,3.0,1,0,0.0,0.0,0.0,0.0,0.0,Cyprus,500.24,1.0,3.0,-1.0,-500.24
12367.0,4,1,168.9,173,15.727272727272727,12.0,60,1,16.67987355522163,168.9,168.9,168.9,168.9,0.0,0.0,11,11.0,1,0,0.0,0.0,0.0,0.0,0.0,Denmark,168.9,1.0,11.0,1.0,168.9
12368.0,628,1,917.7,330,18.333333333333332,12.0,50,6,12.63515171351454,917.7,917.7,917.7,917.7,0.0,0.0,18,18.0,1,0,100.0,0.0,0.0,0.0,0.0,Cyprus,917.7,1.0,18.0,-1.0,-917.7
12369.0,413,3,1791.1499999999999,1241,13.344086021505376,12.0,88,1,11.092001253994107,597.05,348.32,1259.48,183.35,579.580800147831,1076.13,90,31.0,3,228,0.0,113.5,0.0,0.0,0.0,Austria,597.05,0.013100436681222707,30.0,-3.0,-1791.1499999999999
12370.0,51,7,4316.5599999999995,2604,12.955223880597014,8.0,288,1,29.85201810723401,616.6514285714285,562.96,1587.07,70.6,532.7186702950746,1516.47,168,28.714285714285715,4,617,0.0,102.66666666666667,0.0,0.0,0.0,Cyprus,616.6514285714285,0.011326860841423949,24.0,1.0,2767.32
12371.0,45,5,4067.38,1436,8.598802395209582,6.0,36,1,5.6238089825993685,813.476,360.0,1571.74,286.8,672.8912599224335,1284.94,134,33.4,2,600,0.0,149.5,0.0,0.0,0.0,Switzerland,813.476,0.008319467554076539,26.8,-1.0,-291.46000000000004
12372.0,72,3,1298.04,794,15.26923076923077,12.0,36,2,9.838131865977811,432.68,399.21999999999997,515.7,383.12,72.3466847892839,132.58000000000004,34,17.333333333333332,3,224,0.0,112.0,0.0,0.0,0.0,Denmark,432.68,0.013333333333333334,11.333333333333334,3.0,1298.04
12373.0,311,3,1127.65,516,10.117647058823529,8.0,30,1,6.522720471777185,375.8833333333334,364.6,437.9,325.15,57.215608301698,112.75,36,17.0,2,362,0.0,180.5,0.0,0.0,0.0,Austria,375.8833333333334,0.008264462809917356,12.0,-1.0,-398.44999999999993
12374.0,25,4,2989.22,1362,16.40963855421687,12.0,40,2,9.58407742621407,747.305,700.3399999999999,1388.54,200.0,489.47738350884674,1188.54,79,20.75,3,563,0.0,187.33333333333334,0.0,0.0,0.0,Austria,747.305,0.0070921985815602835,19.75,-2.0,-1503.3600000000001
12375.0,11,2,457.5,178,10.470588235294118,10.0,30,1,7.220782913393322,228.75,228.75,230.3,227.2,2.1920310216783134,3.1000000000000227,14,8.5,2,87,0.0,87.0,1.0,-2.08,33.33333333333333,Finland,228.75,0.022727272727272728,7.0,2.0,457.5
12376.0,390,2,503.15,240,18.46153846153846,12.0,48,1,19.05087655295413,251.575,251.575,432.55,70.6,255.93729945047087,361.95000000000005,11,6.5,2,28,0.0,28.0,0.0,0.0,0.0,Switzerland,251.575,0.06896551724137931,5.5,-2.0,-503.15
12377.0,315,4,3426.32,2105,13.848684210526315,12.0,96,2,10.639648371188331,856.58,814.06,1210.96,587.24,301.1243508364388,623.72,129,38.0,4,274,0.0,91.0,0.0,0.0,0.0,Switzerland,856.58,0.014545454545454545,32.25,0.0,-170.08000000000015
12378.0,130,2,5416.32,3316,11.016611295681063,8.0,288,1,17.886393053894494,2708.16,2708.16,4008.62,1407.7,1839.1281693237152,2600.92,281,150.5,2,432,0.0,432.0,0.0,0.0,0.0,Switzerland,2708.16,0.004618937644341801,140.5,0.0,2600.92
12379.0,82,4,1620.22,815,10.061728395061728,10.0,48,2,6.519865180761688,405.055,396.45,459.84,367.48,39.132995029769944,92.35999999999996,58,20.25,3,452,0.0,150.66666666666666,1.0,-1.95,20.0,Belgium,405.055,0.008830022075055188,14.5,0.0,84.25999999999999
12380.0,22,11,9676.3,3355,12.111913357400722,10.0,72,1,9.930105499884816,879.6636363636363,686.4,1765.95,145.0,550.4549539112666,1620.95,156,25.181818181818183,7,640,0.0,63.7,4.0,-1788.3000000000002,26.666666666666668,Belgium,879.6636363636363,0.0171606864274571,14.181818181818182,-3.0,-4226.68
12381.0,5,5,1845.31,808,9.28735632183908,8.0,36,1,7.115178740628606,369.062,147.01,1268.74,4.5,530.5532164825693,1264.24,70,17.4,4,115,18.39080459770115,28.25,1.0,-41.35,16.666666666666664,Norway,369.062,0.04310344827586207,14.0,5.0,1845.31
12383.0,185,5,1850.56,1532,15.474747474747474,12.0,144,1,18.710110458090504,370.11199999999997,357.07,651.16,99.45,253.75093806723163,551.7099999999999,84,19.8,5,167,0.0,41.25,1.0,-11.25,16.666666666666664,Belgium,370.11199999999997,0.02976190476190476,16.8,5.0,1850.56
12384.0,29,2,585.27,126,4.666666666666667,4.0,12,1,3.3512339862756866,292.635,292.635,292.69,292.58,0.07778174593052987,0.11000000000001364,26,13.5,2,92,0.0,92.0,1.0,-19.11,33.33333333333333,Switzerland,292.635,0.021505376344086023,13.0,2.0,585.27
12385.0,379,1,1938.4,612,9.415384615384616,10.0,36,4,5.697840346603669,1938.4,1938.4,1938.4,1938.4,0.0,0.0,65,65.0,1,0,0.0,0.0,1.0,-15.0,50.0,Belgium,1938.4,1.0,65.0,-1.0,-1938.4
12386.0,338,2,401.9,354,35.4,18.0,120,4,38.73614447630131,200.95000000000002,200.95000000000002,258.90000000000003,143.0,81.95367593952088,115.90000000000003,10,5.0,2,29,0.0,29.0,0.0,0.0,0.0,Australia,200.95,0.06666666666666667,5.0,2.0,401.9
12387.0,415,1,143.94,134,14.88888888888889,12.0,24,2,7.557189365836423,143.94,143.94,143.94,143.94,0.0,0.0,9,9.0,1,0,0.0,0.0,0.0,0.0,0.0,Australia,143.94,1.0,9.0,-1.0,-143.94
12388.0,16,8,3901.11,2001,13.705479452054794,12.0,96,3,13.281134043924046,487.63875,446.46000000000004,902.09,124.05,285.0162066288011,778.0400000000001,83,18.25,7,566,15.068493150684931,80.42857142857143,0.0,0.0,0.0,Australia,487.63875,0.014109347442680775,10.375,4.0,1660.2099999999998
12389.0,403,3,1433.33,614,12.53061224489796,12.0,48,2,7.903327465948353,477.77666666666664,398.18,870.3,164.85,359.39761773463846,705.4499999999999,41,16.333333333333332,3,253,0.0,126.0,0.0,0.0,0.0,Australia,477.77666666666664,0.011811023622047244,13.666666666666666,-3.0,-1433.33
12390.0,80,1,549.84,353,11.03125,6.0,36,1,9.454421648608518,549.84,549.84,549.84,549.84,0.0,0.0,32,32.0,1,0,0.0,0.0,0.0,0.0,0.0,Belgium,549.84,1.0,32.0,1.0,549.84
12391.0,22,6,2724.84,1204,4.50936329588015,2.0,72,1,6.532949049035537,454.14000000000004,411.32500000000005,1000.5,38.099999999999994,356.4649296073879,962.4,241,43.166666666666664,4,641,0.0,128.0,1.0,-25.6,14.285714285714285,Cyprus,454.14000000000004,0.009345794392523364,40.166666666666664,-4.0,-1845.5199999999998
12392.0,591,1,234.75,73,10.428571428571429,6.0,24,2,9.89708951926681,234.75,234.75,234.75,234.75,0.0,0.0,7,7.0,1,0,0.0,0.0,0.0,0.0,0.0,Australia,234.75,1.0,7.0,-1.0,-234.75
12393.0,72,6,2399.45,1311,12.25233644859813,10.0,48,1,8.23143245969768,399.9083333333333,442.05,521.5,177.0,134.83230479624186,344.5,63,17.666666666666668,5,356,0.0,70.8,1.0,-22.7,14.285714285714285,Australia,399.9083333333333,0.01680672268907563,10.5,2.0,765.7499999999999
12394.0,64,2,1272.48,819,30.333333333333332,9.0,256,2,65.8629112393544,636.24,636.24,891.4000000000001,381.08,360.850732575119,510.3200000000001,26,13.5,2,153,0.0,153.0,0.0,0.0,0.0,Belgium,636.24,0.012987012987012988,13.0,2.0,1272.48
12395.0,19,15,4721.17,3205,13.243801652892563,10.0,120,1,17.529656637710104,314.74466666666666,263.08,1125.44,149.97,234.61992598567545,975.47,145,16.133333333333333,9,583,6.198347107438017,41.214285714285715,3.0,-20.349999999999998,16.666666666666664,Belgium,314.74466666666666,0.025684931506849314,9.666666666666666,7.0,623.8900000000003
12396.0,674,1,931.43,591,9.092307692307692,10.0,24,1,3.975405155936455,931.43,931.43,931.43,931.43,0.0,0.0,65,65.0,1,0,0.0,0.0,0.0,0.0,0.0,RSA,931.43,1.0,65.0,-1.0,-931.43
12397.0,36,2,2409.9,1263,10.023809523809524,8.0,36,1,7.13466387235086,1204.9499999999998,1204.9499999999998,1214.81,1195.09,13.944145724998656,19.720000000000027,110,63.0,2,99,0.0,99.0,0.0,0.0,0.0,Belgium,1204.95,0.02,55.0,2.0,2409.9
12398.0,46,1,1635.6599999999999,1394,16.4,12.0,36,4,8.449006704087427,1635.6599999999999,1635.6599999999999,1635.6599999999999,1635.6599999999999,0.0,0.0,85,85.0,1,0,0.0,0.0,0.0,0.0,0.0,Switzerland,1635.6599999999999,1.0,85.0,1.0,1635.6599999999999
12399.0,119,7,1962.3,2198,19.98181818181818,12.0,108,1,16.746891711150084,280.3285714285714,288.05,480.9,130.08,113.55017164651218,350.81999999999994,67,15.714285714285714,6,525,0.0,87.33333333333333,0.0,0.0,0.0,Belgium,280.3285714285714,0.013307984790874524,9.571428571428571,1.0,255.0000000000001
12400.0,414,1,205.25,91,8.272727272727273,6.0,24,3,5.8667011018273145,205.25,205.25,205.25,205.25,0.0,0.0,11,11.0,1,0,0.0,0.0,0.0,0.0,0.0,Australia,205.25,1.0,11.0,-1.0,-205.25
12401.0,303,1,84.3,11,2.2,2.0,4,1,1.3038404810405297,84.3,84.3,84.3,84.3,0.0,0.0,5,5.0,1,0,0.0,0.0,0.0,0.0,0.0,Belgium,84.3,1.0,5.0,1.0,84.3
12402.0,323,6,1256.9,584,8.342857142857143,10.0,12,1,3.383188249701641,209.48333333333335,205.8,313.65,150.4,59.873305125628946,163.24999999999997,43,11.666666666666666,6,347,40.0,69.0,1.0,-12.75,14.285714285714285,Belgium,209.48333333333335,0.017241379310344827,7.166666666666667,-4.0,-805.6999999999999
12403.0,50,2,1019.36,260,28.88888888888889,20.0,72,2,27.876712702740097,509.68000000000006,509.68000000000006,591.6600000000001,427.7,115.93722784334642,163.9600000000001,5,4.5,2,471,0.0,471.0,1.0,-18.0,33.33333333333333,Denmark,509.68,0.00423728813559322,2.5,0.0,-163.9600000000001
12404.0,682,1,63.24,1,1.0,1.0,1,1,0.0,63.24,63.24,63.24,63.24,0.0,0.0,1,1.0,1,0,0.0,0.0,0.0,0.0,0.0,Finland,63.24,1.0,1.0,-1.0,-63.24
12405.0,149,1,1710.3899999999999,857,15.87037037037037,12.0,48,2,13.692094257024982,1710.3899999999999,1710.3899999999999,1710.3899999999999,1710.3899999999999,0.0,0.0,54,54.0,1,0,0.0,0.0,0.0,0.0,0.0,Finland,1710.3899999999999,1.0,54.0,1.0,1710.3899999999999
12406.0,22,5,6390.36,3416,20.57831325301205,12.0,200,4,23.54293073176473,1278.072,1345.86,1794.05,748.0,454.72061715959177,1046.05,114,33.0,4,675,0.0,168.25,2.0,-318.15,28.57142857142857,Denmark,1278.072,0.0073964497041420114,22.8,-1.0,440.2399999999998
12407.0,50,5,1708.12,1416,18.38961038961039,12.0,272,1,32.064965240879935,341.62399999999997,269.65999999999997,719.06,192.34,214.99532292587205,526.7199999999999,57,15.4,4,214,19.480519480519483,53.0,0.0,0.0,0.0,Belgium,341.62399999999997,0.023255813953488372,11.4,5.0,1708.12
12408.0,33,8,4340.77,2229,14.018867924528301,12.0,64,1,11.94845029838927,542.5962499999999,648.23,943.06,74.7,308.993947233252,868.3599999999999,104,19.875,5,465,0.0,66.14285714285714,6.0,-61.13,42.857142857142854,Belgium,542.59625,0.017167381974248927,13.0,2.0,1436.3300000000002
12409.0,79,7,23419.29,13143,49.78409090909091,48.0,240,1,35.9478230450735,3345.612857142857,4860.64,6802.48,4.95,3095.5483617000414,6797.53,177,37.714285714285715,5,486,32.95454545454545,80.66666666666667,6.0,-328.82,46.15384615384615,Switzerland,3345.612857142857,0.014373716632443531,25.285714285714285,-1.0,-1273.9500000000007
12410.0,309,3,1013.71,341,8.525,6.0,24,2,6.582757196471119,337.90333333333336,320.38,625.33,68.0,279.0779149867172,557.33,36,13.333333333333334,2,193,35.0,96.5,1.0,-12.25,25.0,Switzerland,337.90333333333336,0.015463917525773196,12.0,1.0,372.95000000000005
12411.0,410,1,346.9,138,6.2727272727272725,6.0,12,2,3.1195515273195493,346.9,346.9,346.9,346.9,0.0,0.0,22,22.0,1,0,0.0,0.0,0.0,0.0,0.0,Australia,346.9,1.0,22.0,-1.0,-346.9
12412.0,75,6,2596.93,1997,15.724409448818898,12.0,48,1,11.455003180390968,432.82166666666666,441.075,670.88,193.26,166.50744516887724,477.62,82,21.166666666666668,5,464,0.0,92.4,2.0,-15.9,25.0,Denmark,432.82166666666666,0.012903225806451613,13.666666666666666,0.0,-143.17000000000007
12413.0,67,4,999.45,319,6.254901960784314,6.0,24,1,4.560013759869162,249.8625,217.77499999999998,479.25,84.65,166.4177192839352,394.6,41,12.75,4,335,7.8431372549019605,111.33333333333333,2.0,-63.95,33.33333333333333,France,249.8625,0.011904761904761904,10.25,2.0,516.75
12414.0,217,6,952.41,495,17.678571428571427,14.0,48,1,14.199774571576757,158.735,141.88,242.8,130.0,43.8620536454918,112.80000000000001,21,4.666666666666667,4,246,0.0,49.0,2.0,-260.0,25.0,Austria,158.73499999999999,0.024291497975708502,3.5,0.0,172.40999999999997
12415.0,24,28,144458.37,91447,98.7548596112311,72.0,1152,1,106.26936378402453,5159.2275,708.62,22775.93,10.0,7419.20455737407,22765.93,498,33.07142857142857,11,503,0.0,18.846153846153847,5.0,-1189.08,15.151515151515152,Australia,5159.2275,0.05555555555555555,17.785714285714285,14.0,105370.69
12416.0,657,1,202.56,132,12.0,12.0,12,12,0.0,202.56,202.56,202.56,202.56,0.0,0.0,11,11.0,1,0,100.0,0.0,0.0,0.0,0.0,Australia,202.56,1.0,11.0,-1.0,-202.56
12417.0,3,20,6797.41,2884,7.815718157181572,6.0,50,1,8.492558896822613,339.8705,345.225,562.69,8.5,121.71026538356101,554.19,270,18.45,9,730,11.11111111111111,37.94736842105263,7.0,-108.69999999999999,25.925925925925924,Belgium,339.8705,0.027359781121751026,13.5,-2.0,500.78999999999996
12418.0,113,4,2021.2,1088,10.666666666666666,12.0,48,1,8.344480992626421,505.3,504.34000000000003,668.58,343.94,134.938224137319,324.64000000000004,90,25.5,4,517,0.0,172.0,1.0,-4.25,20.0,Switzerland,505.3,0.007722007722007722,22.5,-2.0,-684.0399999999998
12419.0,386,2,503.01,231,9.24,12.0,24,1,5.246268515176603,251.505,251.505,322.90999999999997,180.1,100.98191942125085,142.80999999999997,23,12.5,2,27,0.0,27.0,0.0,0.0,0.0,Spain,251.505,0.07142857142857142,11.5,-2.0,-503.01
12420.0,64,1,600.39,345,11.89655172413793,6.0,96,1,18.970550160683658,600.39,600.39,600.39,600.39,0.0,0.0,29,29.0,1,0,0.0,0.0,0.0,0.0,0.0,Cyprus,600.39,1.0,29.0,1.0,600.39
12421.0,16,6,1098.6,652,10.03076923076923,9.0,48,1,7.848107317152236,183.1,196.12,239.35,77.8,60.39743471373598,161.55,44,10.833333333333334,6,489,21.53846153846154,97.4,2.0,-5.77,25.0,Spain,183.1,0.012244897959183673,7.333333333333333,2.0,515.48
12422.0,96,17,5231.8,2596,15.093023255813954,10.0,288,1,29.08552740207346,307.7529411764706,358.67,662.25,36.0,195.81984663092456,626.25,137,10.117647058823529,10,625,12.209302325581394,38.5,4.0,-1112.45,19.047619047619047,Switzerland,307.7529411764706,0.027156549520766772,8.058823529411764,-11.0,-3624.68
12423.0,1,10,2622.39,1793,10.866666666666667,10.0,36,1,6.878326985090282,262.239,246.645,464.28,84.92,104.5465813724517,379.35999999999996,128,16.5,8,465,0.0,51.111111111111114,1.0,-10.2,9.090909090909092,Belgium,262.239,0.02145922746781116,12.8,6.0,1096.23
12424.0,163,4,3340.0299999999997,2025,22.01086956521739,12.0,144,2,21.69797406110594,835.0074999999999,789.535,1466.32,294.64,556.7701932500219,1171.6799999999998,78,23.0,2,385,0.0,192.5,3.0,-50.25,42.857142857142854,Australia,835.0074999999999,0.010362694300518135,19.5,0.0,181.8900000000001
12425.0,78,2,1741.41,1147,12.604395604395604,10.0,48,2,10.522863067181248,870.705,870.705,964.21,777.2,132.23603914969624,187.01,87,45.5,1,370,0.0,370.0,1.0,-60.6,33.33333333333333,Portugal,870.705,0.005390835579514825,43.5,0.0,-187.01
12426.0,195,2,1345.21,584,7.584415584415584,6.0,25,1,4.620750250516541,672.605,672.605,762.48,582.73,127.10244391828192,179.75,73,38.5,2,468,38.961038961038966,468.0,1.0,-33.8,33.33333333333333,Germany,672.605,0.0042643923240938165,36.5,0.0,-179.75
12427.0,22,3,825.8000000000001,533,17.193548387096776,8.0,288,2,50.47205124610299,275.26666666666665,282.58,303.5,239.72000000000003,32.512854893616016,63.77999999999997,26,10.333333333333334,3,349,0.0,174.5,2.0,-117.42999999999999,40.0,Germany,275.2666666666667,0.008571428571428572,8.666666666666666,1.0,218.79999999999995
12428.0,26,9,7956.46,3536,12.02721088435374,10.0,48,2,8.981547696261616,884.0511111111111,558.4,2474.62,373.72,768.3008857284436,2100.8999999999996,258,32.666666666666664,5,257,3.4013605442176873,31.875,3.0,-79.26,25.0,Finland,884.0511111111111,0.03488372093023256,28.666666666666668,9.0,7956.46
12429.0,9,8,6204.41,2890,18.88888888888889,12.0,120,2,16.84939306870208,775.55125,899.76,1281.5,30.6,414.86501795980064,1250.9,124,19.125,5,537,0.0,76.42857142857143,1.0,-50.4,11.11111111111111,Denmark,775.55125,0.01486988847583643,15.5,0.0,1296.3899999999999
12430.0,43,1,256.4,117,10.636363636363637,12.0,24,1,5.835627254592728,256.4,256.4,256.4,256.4,0.0,0.0,11,11.0,1,0,0.0,0.0,0.0,0.0,0.0,Norway,256.4,1.0,11.0,1.0,256.4
12431.0,36,27,10432.22,4600,11.794871794871796,6.0,336,1,26.044434530911506,386.3785185185185,392.98,1075.27,45.0,227.09058925567572,1030.27,244,14.444444444444445,11,658,7.6923076923076925,24.923076923076923,6.0,-138.56,18.181818181818183,Australia,386.3785185185185,0.0409711684370258,9.037037037037036,1.0,1691.1799999999994
12432.0,43,5,5059.32,1801,16.675925925925927,12.0,96,1,15.984705718018649,1011.8639999999999,700.0,2862.06,64.6,1087.3683086608694,2797.46,107,21.6,2,129,0.0,32.0,0.0,0.0,0.0,Norway,1011.8639999999999,0.038461538461538464,21.4,5.0,5059.32
12433.0,1,10,16794.14,13534,24.211091234347048,16.0,240,2,27.359386063951078,1679.414,1893.56,2843.29,19.8,1010.2263430890679,2823.49,285,55.9,5,476,0.0,52.44444444444444,1.0,-152.4,9.090909090909092,Norway,1679.414,0.020964360587002098,28.5,2.0,6119.32
12434.0,85,3,1103.43,532,7.6,6.0,24,1,4.988101785277627,367.81,297.29,519.89,286.25,131.82076922852482,233.64,62,23.333333333333332,3,296,0.0,147.5,2.0,-40.95,40.0,Australia,367.81,0.010101010101010102,20.666666666666668,1.0,508.84999999999997
12435.0,80,6,13925.93,4958,44.267857142857146,33.0,480,4,54.87856900382275,2320.9883333333332,2179.58,3978.99,728.88,1387.1738140322093,3250.1099999999997,88,18.666666666666668,5,657,0.0,131.2,0.0,0.0,0.0,Denmark,2320.9883333333332,0.00911854103343465,14.666666666666666,-2.0,1733.8499999999995
12436.0,100,1,509.01,211,13.1875,9.5,24,2,7.884319881892161,509.01,509.01,509.01,509.01,0.0,0.0,16,16.0,1,0,0.0,0.0,0.0,0.0,0.0,Norway,509.01,1.0,16.0,1.0,509.01
12437.0,2,39,12683.4,8000,14.209591474245116,12.0,120,1,12.586728889543123,325.2153846153846,263.46,1885.61,65.1,299.49825254605025,1820.51,273,14.435897435897436,11,735,4.618117229129663,18.86842105263158,8.0,-288.55,17.02127659574468,France,325.2153846153846,0.05298913043478261,7.0,-3.0,-2780.58
12438.0,14,2,2906.85,1180,12.040816326530612,12.0,48,1,8.729519025669427,1453.425,1453.425,2016.78,890.0699999999999,796.704281430695,1126.71,84,49.0,2,125,0.0,125.0,0.0,0.0,0.0,Norway,1453.425,0.015873015873015872,42.0,2.0,2906.85
12439.0,683,2,1142.88,478,6.732394366197183,6.0,24,1,4.582443972002193,571.4399999999999,571.4399999999999,1066.36,76.52,699.9225762896922,989.8399999999999,69,35.5,2,43,0.0,43.0,1.0,-53.7,33.33333333333333,Cyprus,571.44,0.045454545454545456,34.5,-2.0,-1142.88
12440.0,462,2,859.2,331,10.34375,12.0,16,1,5.397785537577184,429.6,429.6,568.51,290.69,196.44840594924665,277.82,21,16.0,2,255,0.0,255.0,1.0,-91.05,33.33333333333333,Austria,429.6,0.0078125,10.5,-2.0,-859.2
12441.0,367,1,173.55,121,11.0,6.0,25,1,9.348796714016194,173.55,173.55,173.55,173.55,0.0,0.0,11,11.0,1,0,0.0,0.0,0.0,0.0,0.0,France,173.55,1.0,11.0,1.0,173.55
12442.0,3,1,172.06,182,15.166666666666666,12.0,25,1,8.621678104251709,172.06,172.06,172.06,172.06,0.0,0.0,12,12.0,1,0,0.0,0.0,0.0,0.0,0.0,Spain,172.06,1.0,12.0,1.0,172.06
