CustomerID,StockCode,NeighborCount
15569.0,47566,5
15569.0,22940,5
15569.0,22759,5
15569.0,22910,5
15267.0,35961,1
15267.0,22578,1
15267.0,85130B,1
15267.0,35931,1
15267.0,22855,1
15267.0,35958,1
15267.0,23275,1
15267.0,35951,1
15267.0,22142,1
15267.0,22161,1
14121.0,22534,3
14121.0,21703,3
14121.0,21890,3
14121.0,23508,3
14121.0,22621,2
14121.0,23445,2
14121.0,21915,2
14121.0,22585,2
14121.0,22028,2
14121.0,16011,2
18283.0,20914,5
18283.0,22593,5
18283.0,22595,5
18283.0,84536A,5
18283.0,21936,5
18283.0,85232B,5
18283.0,23367,5
18283.0,22138,5
18283.0,21479,5
18283.0,84536B,4
16983.0,22561,5
16983.0,21790,5
16983.0,22147,5
16983.0,20972,5
16983.0,22662,5
16983.0,22150,5
16983.0,22149,5
16983.0,22144,5
16983.0,23207,5
16983.0,22491,5
14512.0,22457,2
14512.0,22423,2
14512.0,21992,1
14512.0,22427,1
14512.0,22831,1
14512.0,23395,1
14512.0,85066,1
14512.0,22079,1
14512.0,22801,1
14512.0,22766,1
17409.0,21754,3
17409.0,22120,3
17409.0,21533,3
17409.0,21524,3
17409.0,48138,3
17409.0,22692,3
17409.0,37370,2
17409.0,21755,2
17409.0,21756,2
17409.0,22845,2
14180.0,22960,4
14180.0,22423,4
14180.0,85123A,4
14180.0,22840,3
14180.0,22804,3
14180.0,84030E,3
14180.0,21484,3
14180.0,23243,3
14180.0,22169,3
14180.0,21259,3
17740.0,72741,3
17740.0,72529W,2
17740.0,72122,2
17740.0,85175,2
17740.0,22809,2
17740.0,22810,2
17740.0,20950,2
17740.0,22804,1
17740.0,21733,1
17740.0,85123A,1
16377.0,35160,1
16377.0,15039,1
16377.0,21341,1
16377.0,21923,1
16377.0,84795A,1
16377.0,84950,1
16377.0,84945,1
16377.0,15044A,1
16377.0,20761,1
16377.0,21922,1
14443.0,22669,5
14443.0,21078,5
14443.0,23298,5
14443.0,22668,5
14443.0,21210,5
14443.0,47566,5
14443.0,82482,4
14443.0,20726,4
14443.0,21497,4
14443.0,22367,4
13027.0,21210,3
13027.0,84988,3
13027.0,21974,3
13027.0,22417,2
13027.0,21972,2
13027.0,84987,2
13027.0,21215,2
13027.0,21211,2
13027.0,21122,1
13027.0,21976,1
17139.0,22371,5
17139.0,22132,5
17139.0,22672,5
17139.0,22909,5
17139.0,72760B,5
17139.0,22556,5
17139.0,22571,5
17139.0,84992,5
17139.0,22758,5
17139.0,22866,5
12579.0,21212,2
12579.0,22427,2
12579.0,23291,2
12579.0,22431,2
12579.0,22629,2
12579.0,21936,2
12579.0,21242,2
12579.0,21217,2
12579.0,22630,2
12579.0,23292,2
12880.0,48187,3
12880.0,22365,2
12880.0,85123A,1
12880.0,22689,1
12880.0,22078,1
12880.0,22082,1
12880.0,22458,1
12880.0,22499,1
12880.0,22077,1
12880.0,22570,1
13109.0,22273,4
13109.0,22045,4
13109.0,22271,3
13109.0,22090,3
13109.0,21791,3
13109.0,23206,3
13109.0,21889,3
13109.0,22561,3
13109.0,20972,3
13109.0,22585,3
15114.0,23583,5
15114.0,23493,5
15114.0,23207,5
15114.0,22910,4
15114.0,22633,4
15114.0,22150,4
15114.0,21328,4
15114.0,23439,4
15114.0,22866,4
15114.0,21327,4
13422.0,22077,4
13422.0,85049A,4
13422.0,22621,3
13422.0,22666,3
13422.0,22561,3
13422.0,23306,3
13422.0,23295,3
13422.0,20972,3
13422.0,22138,3
13422.0,22086,3
17113.0,21166,5
17113.0,21755,4
17113.0,21172,4
17113.0,21080,4
17113.0,84520D,4
17113.0,84050,4
17113.0,21539,4
17113.0,21175,4
17113.0,47570,4
17113.0,82551,4
16923.0,22092,5
16923.0,21986,5
16923.0,21977,5
16923.0,21985,5
16923.0,22470,5
16923.0,23298,5
16923.0,85099B,4
16923.0,22379,4
16923.0,22191,4
16923.0,23329,4
12585.0,21977,3
12585.0,21974,3
12585.0,22776,2
12585.0,84992,2
12585.0,22055,1
12585.0,21080,1
12585.0,21231,1
12585.0,21500,1
12585.0,21725,1
12585.0,21981,1
15424.0,20970,4
15424.0,22749,3
15424.0,23127,3
15424.0,20969,2
15424.0,22271,2
15424.0,21843,2
15424.0,21539,2
15424.0,21533,2
15424.0,22940,2
15424.0,22566,1
16162.0,82483,3
16162.0,22077,2
16162.0,21257,2
16162.0,22171,2
16162.0,21889,1
16162.0,22666,1
16162.0,22720,1
16162.0,84077,1
16162.0,22406,1
16162.0,85178,1
14447.0,20727,5
14447.0,23207,4
14447.0,22554,4
14447.0,22818,4
14447.0,22139,4
14447.0,21791,4
14447.0,22610,3
14447.0,22563,3
14447.0,22586,3
14447.0,21507,3
13634.0,22354,5
13634.0,21564,5
13634.0,22645,5
13634.0,22170,5
13634.0,21937,5
13634.0,21907,5
13634.0,22720,5
13634.0,21535,5
13634.0,84992,5
13634.0,82482,5
15731.0,37449,2
15731.0,22299,1
15731.0,47591D,1
15731.0,84987,1
15731.0,37495,1
15731.0,22065,1
15731.0,84520D,1
15731.0,47567B,1
15731.0,22646,1
15731.0,20671,1
15867.0,22496,5
15867.0,21912,5
15867.0,21704,5
15867.0,48187,5
15867.0,21528,5
15867.0,21911,5
15867.0,21889,5
15867.0,22483,5
15867.0,84993A,5
15867.0,22275,5
17950.0,22491,4
17950.0,21718,4
17950.0,22622,4
17950.0,22138,4
17950.0,22418,4
17950.0,22617,4
17950.0,22746,4
17950.0,22489,4
17950.0,22029,4
17950.0,22561,4
14236.0,21213,3
14236.0,21210,2
14236.0,84988,2
14236.0,21974,2
14236.0,84992,2
14236.0,21972,1
14236.0,84990,1
14236.0,22951,1
14236.0,D,1
14236.0,M,1
14665.0,22867,4
14665.0,21733,4
14665.0,21484,4
14665.0,22423,4
14665.0,22149,3
14665.0,20972,3
14665.0,22112,3
14665.0,22697,3
14665.0,21843,3
14665.0,22141,3
13343.0,20726,2
13343.0,22411,2
13343.0,20728,2
13343.0,23207,2
13343.0,23208,2
13343.0,23170,2
13343.0,23202,2
13343.0,23203,2
13343.0,22699,2
13343.0,23201,2
16905.0,22470,5
16905.0,82482,4
16905.0,22469,4
16905.0,85123A,4
16905.0,22578,4
16905.0,22579,4
16905.0,21558,3
16905.0,23321,3
16905.0,21755,3
16905.0,22776,3
13801.0,22469,2
13801.0,23321,1
13801.0,23129,1
13801.0,85152,1
13801.0,22696,1
13801.0,22423,1
13801.0,23131,1
13801.0,21411,1
13801.0,48185,1
13801.0,22969,1
17573.0,22699,2
17573.0,22423,1
17573.0,22784,1
17573.0,21136,1
13883.0,84992,5
13883.0,22699,5
13883.0,22730,5
13883.0,22624,5
13883.0,47559B,4
13883.0,22938,4
13883.0,84997C,4
13883.0,22795,4
13883.0,84997D,4
13883.0,21174,4
13307.0,21359,1
15304.0,23173,3
15304.0,22698,3
15304.0,23170,2
15304.0,23163,2
15304.0,47566,1
15304.0,22578,1
15304.0,84879,1
15304.0,21136,1
15304.0,22840,1
15304.0,23340,1
17798.0,22027,5
17798.0,21508,4
17798.0,22983,4
17798.0,22045,3
17798.0,22197,3
17798.0,22083,3
17798.0,22367,3
17798.0,21703,3
17798.0,21061,3
17798.0,21988,3
13133.0,22578,1
13133.0,22577,1
13133.0,22087,1
13133.0,84946,1
13133.0,84879,1
13133.0,22222,1
13133.0,22776,1
13133.0,22726,1
16188.0,21509,4
16188.0,21212,4
16188.0,22138,3
16188.0,21086,3
16188.0,23207,3
16188.0,21156,3
16188.0,22037,3
16188.0,21498,3
16188.0,22384,3
16188.0,22555,3
15018.0,21621,2
15018.0,22471,1
15018.0,22555,1
15018.0,84279P,1
15018.0,37495,1
15018.0,23382,1
15018.0,21633,1
15018.0,22947,1
15018.0,22625,1
15018.0,POST,1
14492.0,72760B,3
14492.0,22470,3
14492.0,22672,2
14492.0,23146,2
14492.0,22673,2
14492.0,22283,2
14492.0,23332,2
14492.0,22170,2
14492.0,22686,2
14492.0,84837,2
14372.0,21975,3
14372.0,22776,2
14372.0,22223,2
14372.0,47591D,2
14372.0,21156,2
14372.0,POST,2
14372.0,22367,2
14372.0,21210,2
14372.0,22617,2
14372.0,21211,2
16594.0,21983,3
16594.0,21984,3
16594.0,22632,2
16594.0,22553,2
16594.0,22403,2
16594.0,22616,2
16594.0,22556,2
16594.0,POST,2
16594.0,23357,2
16594.0,22113,2
13129.0,22756,2
13129.0,18007,1
13129.0,17003,1
13129.0,17164B,1
13129.0,17164D,1
13129.0,22319,1
13129.0,23470,1
13129.0,22220,1
13129.0,84819,1
13129.0,22753,1
17621.0,21217,2
17621.0,22826,1
17621.0,21216,1
17621.0,47591D,1
17621.0,22765,1
17621.0,22149,1
17621.0,22431,1
17621.0,22037,1
17621.0,22430,1
17621.0,22714,1
14661.0,47566,1
14661.0,84947,1
14661.0,22791,1
15176.0,21389,4
15176.0,22292,3
15176.0,22285,3
15176.0,22293,3
15176.0,22021,3
15176.0,22804,3
15176.0,20752,3
15176.0,21438,2
15176.0,21034,2
15176.0,22265,2
16805.0,82599,5
16805.0,22296,5
16805.0,71477,5
16805.0,21733,5
16805.0,22154,5
16805.0,22156,5
16805.0,22294,5
16805.0,21770,5
16805.0,22804,5
16805.0,21390,5
12369.0,21578,5
12369.0,21238,5
12369.0,22326,5
12369.0,22704,5
12369.0,22329,5
12369.0,21094,5
12369.0,22352,5
12369.0,22328,5
12369.0,21086,5
12369.0,22244,4
17243.0,22196,5
17243.0,22411,5
17243.0,21937,5
17243.0,84993A,5
17243.0,22435,5
17243.0,23300,5
17243.0,22185,5
17243.0,23202,5
17243.0,22352,5
17243.0,23307,5
15334.0,84991,4
15334.0,23200,3
15334.0,21903,3
15334.0,23202,3
15334.0,82552,3
15334.0,85150,3
15334.0,85099F,3
15334.0,22149,3
15334.0,82580,3
15334.0,22494,3
12430.0,21210,1
12430.0,84988,1
12430.0,21211,1
12430.0,84970L,1
12430.0,84970S,1
12430.0,84978,1
12430.0,85123A,1
12430.0,22549,1
12430.0,22539,1
12430.0,21791,1
16235.0,85123A,3
16235.0,22427,3
16235.0,85068,3
16235.0,22457,2
16235.0,21314,2
16235.0,22212,2
16235.0,21622,2
16235.0,21577,2
16235.0,22499,2
16235.0,23028,2
16687.0,21823,3
16687.0,21807,2
16687.0,22810,2
16687.0,22130,2
16687.0,22909,2
16687.0,21806,2
16687.0,22809,2
16687.0,21349,2
16687.0,22423,2
16687.0,22910,2
17841.0,22585,5
17841.0,22698,5
17841.0,21739,5
17841.0,84978,5
17841.0,22546,5
17841.0,20765,5
17841.0,20766,5
17841.0,22082,5
17841.0,84347,5
17841.0,22699,5
13380.0,85086A,1
13380.0,21114,1
13380.0,22055,1
13380.0,85129D,1
13380.0,22227,1
13380.0,84991,1
13380.0,84279B,1
13380.0,85014B,1
13380.0,20724,1
13380.0,20665,1
14188.0,22411,5
14188.0,85099C,5
14188.0,23200,4
14188.0,23199,4
14188.0,85099F,4
14188.0,20713,4
14188.0,23344,4
14188.0,22356,3
14188.0,20711,3
14188.0,20712,3
15536.0,22753,4
15536.0,22752,3
15536.0,22756,3
15536.0,22577,2
15536.0,22713,1
15536.0,22037,1
15536.0,22390,1
15536.0,21427,1
15536.0,21425,1
15536.0,21935,1
16098.0,48138,4
16098.0,22456,3
16098.0,23317,3
16098.0,21523,3
16098.0,23283,3
16098.0,20685,3
16098.0,22423,3
16098.0,21238,3
16098.0,21891,2
16098.0,22192,2
17721.0,48187,3
17721.0,21524,3
17721.0,22189,2
17721.0,48173C,2
17721.0,48138,2
17721.0,85123A,2
17721.0,21955,2
17721.0,82578,2
17721.0,23543,1
17721.0,22692,1
13747.0,21672,2
13747.0,22193,2
13747.0,23393,2
13747.0,84836,2
13747.0,23032,2
13747.0,22508,1
13747.0,21066,1
13747.0,21240,1
13747.0,22637,1
13747.0,21242,1
15919.0,21181,5
15919.0,85123A,5
15919.0,21174,5
15919.0,85152,5
15919.0,85150,5
15919.0,22398,5
15919.0,82583,5
15919.0,23264,5
15919.0,21903,5
15919.0,23265,5
13909.0,21376,1
13909.0,20679,1
13909.0,15056P,1
13909.0,15056BL,1
13909.0,85014A,1
13909.0,85014B,1
13909.0,15056N,1
13909.0,22423,1
13909.0,20727,1
13909.0,22638,1
14599.0,22549,4
14599.0,22950,4
14599.0,22630,3
14599.0,21915,3
14599.0,22662,3
14599.0,10120,3
14599.0,23376,3
14599.0,21790,3
14599.0,22141,3
14599.0,21122,3
15113.0,85099F,5
15113.0,22556,5
15113.0,21936,4
15113.0,84378,4
15113.0,20914,4
15113.0,21937,4
15113.0,22720,4
15113.0,22993,4
15113.0,22964,4
15113.0,23298,3
15271.0,23209,5
15271.0,23343,5
15271.0,21211,5
15271.0,85099B,5
15271.0,23206,5
15271.0,23366,5
15271.0,22130,5
15271.0,22386,5
15271.0,21524,5
15271.0,82583,5
12665.0,22469,1
12665.0,22487,1
12665.0,21411,1
12665.0,22969,1
12665.0,82578,1
12665.0,22169,1
12665.0,22138,1
12665.0,21035,1
12665.0,22055,1
12665.0,21609,1
13341.0,22966,2
13341.0,22720,2
13341.0,84378,2
13341.0,22961,2
13341.0,22907,2
13341.0,84380,2
13341.0,22423,2
13341.0,84991,2
13341.0,21527,2
13341.0,21212,1
16129.0,22585,3
16129.0,22537,3
16129.0,21915,3
16129.0,22271,3
16129.0,21500,3
16129.0,22621,3
16129.0,21743,3
16129.0,84375,3
16129.0,21912,3
16129.0,21704,3
13880.0,22569,4
13880.0,20970,3
13880.0,22570,3
13880.0,84836,3
13880.0,84380,3
13880.0,22620,3
13880.0,22411,3
13880.0,47566B,3
13880.0,22909,3
13880.0,22568,3
14529.0,22556,5
14529.0,22952,4
14529.0,21935,4
14529.0,22551,4
14529.0,20725,4
14529.0,22150,4
14529.0,22139,4
14529.0,20971,4
14529.0,22568,4
14529.0,22993,4
12968.0,47566,3
12968.0,21926,2
12968.0,84879,2
12968.0,21922,2
12968.0,22423,2
12968.0,22178,2
12968.0,22485,2
12968.0,23444,1
12968.0,21714,1
12968.0,22427,1
13211.0,21123,4
13211.0,21381,3
13211.0,21126,2
13211.0,22716,2
13211.0,POST,2
13211.0,20977,2
13211.0,21508,2
13211.0,21380,2
13211.0,84988,2
13211.0,22908,2
15634.0,22114,4
15634.0,84029G,2
15634.0,22113,2
15634.0,84946,2
15634.0,84029E,2
15634.0,21481,1
15634.0,22469,1
15634.0,21361,1
15634.0,85123A,1
15634.0,84212,1
16457.0,35961,1
16457.0,21535,1
16457.0,21584,1
16457.0,21135,1
16457.0,22594,1
16457.0,22595,1
16457.0,22823,1
16457.0,22336,1
16457.0,22071,1
16457.0,22337,1
17296.0,84997D,1
14706.0,22296,2
14706.0,21651,1
14706.0,84970L,1
14706.0,84978,1
14706.0,84832,1
14706.0,22595,1
14706.0,22415,1
14706.0,23068,1
14706.0,22219,1
14706.0,48194,1
14382.0,84380,5
14382.0,21790,5
14382.0,22665,5
14382.0,22749,5
14382.0,22578,5
14382.0,21080,5
14382.0,20972,5
14382.0,21891,5
14382.0,22273,5
14382.0,21928,5
15161.0,18007,1
15161.0,17165B,1
15161.0,17164D,1
15161.0,22470,1
15161.0,22627,1
15161.0,51014C,1
15161.0,22626,1
15161.0,75131,1
15161.0,51014A,1
15161.0,22624,1
16261.0,22144,4
16261.0,22508,4
16261.0,23263,4
16261.0,22867,4
16261.0,20914,3
16261.0,21210,3
16261.0,22142,3
16261.0,22411,3
16261.0,47590B,3
16261.0,23207,3
15013.0,21380,4
15013.0,47590A,4
15013.0,21059,3
15013.0,21203,3
15013.0,21224,3
15013.0,40016,3
15013.0,22492,3
15013.0,22416,3
15013.0,22584,3
15013.0,22127,3
12852.0,21212,2
12852.0,22196,2
12852.0,22088,1
12852.0,84992,1
12852.0,21213,1
12852.0,22432,1
12852.0,22993,1
12852.0,22089,1
12852.0,21218,1
12852.0,22776,1
15356.0,22578,5
15356.0,21212,5
15356.0,21535,5
15356.0,22646,5
15356.0,22581,5
15356.0,21977,5
15356.0,47591D,5
15356.0,21980,5
15356.0,21156,5
15356.0,22379,5
13535.0,21755,2
13535.0,21745,2
13535.0,21041,2
13535.0,22634,1
13535.0,21349,1
13535.0,M,1
13535.0,21754,1
13535.0,22622,1
13535.0,22119,1
13535.0,20983,1
16019.0,84077,5
16019.0,85049G,5
16019.0,21933,5
16019.0,22623,5
16019.0,21929,5
16019.0,21990,5
16019.0,22362,5
16019.0,22434,5
16019.0,21557,5
16019.0,22435,5
13456.0,22138,5
13456.0,22617,4
13456.0,21912,4
13456.0,23177,3
13456.0,22149,3
13456.0,22434,3
13456.0,21718,3
13456.0,21156,3
13456.0,22492,3
13456.0,22037,3
16297.0,22635,2
16297.0,22634,2
16297.0,22630,2
16297.0,22399,1
16297.0,16161P,1
16297.0,22374,1
16297.0,22045,1
16297.0,21498,1
16297.0,22551,1
16297.0,22554,1
15447.0,22110,1
15447.0,23444,1
15447.0,84946,1
15447.0,22499,1
15447.0,22269,1
15447.0,22637,1
15447.0,22595,1
15447.0,22084,1
15447.0,22424,1
15447.0,84797A,1
12425.0,22386,4
12425.0,22356,4
12425.0,85099B,4
12425.0,23199,3
12425.0,22379,3
12425.0,22661,3
12425.0,23344,3
12425.0,22384,3
12425.0,20718,3
12425.0,22385,3
16206.0,84380,5
16206.0,84991,5
16206.0,21535,4
16206.0,21539,4
16206.0,47556B,4
16206.0,22382,4
16206.0,22189,4
16206.0,21983,4
16206.0,22384,4
16206.0,84997C,4
13766.0,84997D,2
13766.0,21243,2
13766.0,21238,2
13766.0,20677,2
13766.0,21240,2
13766.0,21239,2
13766.0,21244,2
13766.0,84997A,2
13766.0,20675,2
13766.0,84997C,2
13682.0,22488,2
13682.0,72807B,2
13682.0,22423,2
13682.0,85035A,1
13682.0,22639,1
13682.0,21314,1
13682.0,21107,1
13682.0,82095,1
13682.0,21108,1
13682.0,21656,1
14770.0,21755,5
14770.0,84970L,4
14770.0,48185,4
14770.0,48194,4
14770.0,84970S,4
14770.0,82580,4
14770.0,82578,4
14770.0,21871,3
14770.0,22090,3
14770.0,48173C,3
18225.0,47591D,5
18225.0,48194,5
18225.0,21156,5
18225.0,22367,5
18225.0,22379,5
18225.0,22382,5
18225.0,22417,5
18225.0,22865,5
18225.0,84991,5
18225.0,20728,5
16796.0,84968C,1
16796.0,22283,1
16796.0,22666,1
16796.0,47591D,1
16796.0,22065,1
16796.0,22795,1
16796.0,84077,1
16796.0,23294,1
16796.0,22055,1
16796.0,37449,1
16566.0,22784,2
16566.0,84947,2
16566.0,21361,1
16566.0,22783,1
16566.0,22487,1
16566.0,22469,1
16566.0,22457,1
16566.0,82484,1
16566.0,22824,1
16566.0,82494L,1
14125.0,22910,5
14125.0,22635,5
14125.0,22138,5
14125.0,21915,5
14125.0,21914,5
14125.0,22417,5
14125.0,21507,4
14125.0,22634,4
14125.0,22952,4
14125.0,22714,4
13911.0,21889,5
13911.0,22185,5
13911.0,22456,5
13911.0,22561,5
13911.0,22759,5
13911.0,22139,5
13911.0,21877,5
13911.0,21888,5
13911.0,22465,5
13911.0,22694,5
13279.0,22699,3
13279.0,20996,1
13279.0,22065,1
13279.0,72817,1
13279.0,22356,1
13279.0,47566,1
13279.0,23175,1
13279.0,23173,1
13279.0,23174,1
12567.0,22399,5
12567.0,21791,5
12567.0,22029,5
12567.0,22356,5
12567.0,22661,5
12567.0,22242,5
12567.0,22973,5
12567.0,23245,4
12567.0,22553,4
12567.0,21975,4
15869.0,22498,1
15869.0,22098,1
15869.0,35838A,1
15869.0,40016,1
15869.0,82583,1
15869.0,90058B,1
15869.0,15044D,1
15869.0,21365,1
15869.0,82552,1
15869.0,15044C,1
16210.0,22382,5
16210.0,22178,5
16210.0,23203,5
16210.0,22865,5
16210.0,85099C,5
16210.0,20725,5
16210.0,47566,5
16210.0,20727,5
16210.0,23581,5
16210.0,23245,5
12545.0,21212,2
12545.0,22236,2
12545.0,22776,2
12545.0,21976,2
12545.0,21210,2
12545.0,84991,2
12545.0,22220,2
12545.0,21977,2
12545.0,21121,2
12545.0,22720,2
14934.0,84879,4
14934.0,20685,3
14934.0,22098,3
14934.0,22530,3
14934.0,21982,3
14934.0,85152,3
14934.0,23301,3
14934.0,22662,3
14934.0,23300,3
14934.0,22910,3
15392.0,22271,5
15392.0,22274,5
15392.0,22652,4
15392.0,20972,4
15392.0,22144,4
15392.0,22142,4
15392.0,22749,4
15392.0,22751,4
15392.0,22654,3
15392.0,22141,3
12739.0,22622,3
12739.0,22720,3
12739.0,22509,3
12739.0,22497,3
12739.0,22555,3
12739.0,22961,3
12739.0,23295,3
12739.0,21559,3
12739.0,23173,3
12739.0,23256,3
13523.0,22720,5
13523.0,22084,5
13523.0,21844,4
13523.0,21527,4
13523.0,21912,4
13523.0,21622,4
13523.0,22961,4
13523.0,84880,4
13523.0,21878,4
13523.0,23307,4
16645.0,72755C,2
16645.0,72750D,1
16645.0,72750A,1
16645.0,72754A,1
16645.0,21429,1
16645.0,72750B,1
16645.0,21437,1
16645.0,21438,1
16645.0,84396,1
16645.0,21715,1
17923.0,84946,2
17923.0,23298,1
17923.0,84949,1
17923.0,21742,1
17923.0,23083,1
17923.0,84947,1
17923.0,22128,1
17923.0,21326,1
17923.0,22488,1
17923.0,22839,1
16100.0,84949,2
16100.0,22087,2
16100.0,21390,2
16100.0,22236,2
16100.0,46000S,2
16100.0,22460,2
16100.0,82484,2
16100.0,22185,1
16100.0,22456,1
16100.0,22670,1
17987.0,21544,5
17987.0,22141,5
17987.0,22273,5
17987.0,22557,5
17987.0,22553,5
17987.0,22150,5
17987.0,22433,4
17987.0,22086,4
17987.0,23084,4
17987.0,21498,4
17460.0,21175,5
17460.0,21232,5
17460.0,84987,5
17460.0,20914,5
17460.0,21231,5
17460.0,47556B,5
17460.0,22507,5
17460.0,21955,4
17460.0,22662,4
17460.0,21164,4
14215.0,22624,5
14215.0,82581,5
14215.0,22469,5
14215.0,22675,5
14215.0,20677,5
14215.0,22197,5
14215.0,22593,5
14215.0,22568,5
14215.0,85049E,5
14215.0,21557,5
15265.0,21175,4
15265.0,22315,4
15265.0,21535,4
15265.0,21035,4
15265.0,21260,4
15265.0,82580,4
15265.0,21210,4
15265.0,21908,4
15265.0,23284,4
15265.0,84987,4
18002.0,20972,2
18002.0,20971,2
18002.0,22144,1
18002.0,21787,1
18002.0,22821,1
18002.0,22815,1
18002.0,21898,1
18002.0,22076,1
18002.0,21340,1
18002.0,85185F,1
15124.0,22478,2
15124.0,21733,2
15124.0,16156S,1
15124.0,23188,1
15124.0,22927,1
15124.0,22777,1
15124.0,22282,1
15124.0,22624,1
15124.0,22986,1
15124.0,22926,1
16605.0,15036,3
16605.0,22502,1
16605.0,21878,1
16605.0,35001G,1
16605.0,72232,1
16605.0,15044B,1
16605.0,20782,1
16605.0,15044D,1
16605.0,22180,1
16605.0,21746,1
15372.0,22491,2
15372.0,22561,2
15372.0,21703,2
15372.0,84992,1
15372.0,21974,1
15372.0,21975,1
15372.0,22951,1
15372.0,21972,1
15372.0,22138,1
15372.0,22425,1
12513.0,21212,2
12513.0,20979,2
12513.0,20728,2
12513.0,21094,2
12513.0,20724,2
12513.0,23200,2
12513.0,20725,2
12513.0,20978,2
12513.0,20973,2
12513.0,20713,2
18236.0,22720,5
18236.0,21166,5
18236.0,22666,4
18236.0,21175,3
18236.0,22111,3
18236.0,21754,3
18236.0,20727,3
18236.0,48187,3
18236.0,48194,3
18236.0,21843,3
16255.0,22112,5
16255.0,22690,5
16255.0,22698,5
16255.0,22668,5
16255.0,21164,5
16255.0,21210,5
16255.0,21980,5
16255.0,21216,5
16255.0,84880,5
16255.0,22909,5
12654.0,22631,3
12654.0,22551,3
12654.0,22328,3
12654.0,22634,2
12654.0,84997B,2
12654.0,20977,2
12654.0,84997D,2
12654.0,23480,2
12654.0,22964,2
12654.0,23206,2
13567.0,22381,5
13567.0,22910,5
13567.0,22951,5
13567.0,20718,5
13567.0,22663,5
13567.0,22086,5
13567.0,20726,5
13567.0,22141,5
13567.0,22138,5
13567.0,22666,5
16135.0,47566,2
16135.0,23170,2
16135.0,22952,2
16135.0,23175,2
16135.0,23172,2
16135.0,84988,2
16135.0,23174,2
16135.0,23171,2
16135.0,23173,2
16135.0,22089,2
14240.0,22594,4
14240.0,22593,4
14240.0,47566,3
14240.0,23298,3
14240.0,22470,3
14240.0,48138,2
14240.0,22576,2
14240.0,23406,2
14240.0,22469,2
14240.0,22508,2
