CustomerID,StockCode,Description,SimilarityScore
17061.0,85099B,RED RETROSPOT JUMBO BAG ,10.705676701391846
17061.0,85099B,JUMBO BAG RED RETROSPOT,10.705676701391846
17061.0,22666,RECIPE BOX PANTRY YELLOW DESIGN,10.663909251550736
17061.0,20725,LUNCH BAG RED SPOTTY,10.646966834781706
17061.0,20725,LUNCH BAG RED RETROSPOT,10.646966834781706
14892.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2.4964167940677506
14892.0,85123A,CREAM HANGING HEART T-LIGHT HOLDER,2.4964167940677506
14892.0,21232,STRAWBERRY CERAMIC TRINKET BOX,2.4954250906184288
14892.0,21232,STRAWBERRY CERAMIC TRINKET POT,2.4954250906184288
14892.0,37446,MINI CAKE STAND WITH HANGING CAKES,2.4405457063320024
14892.0,84991,60 TEATIME FAIRY CAKE CASES,2.378379794365978
14892.0,21231,SWEETHEART CERAMIC TRINKET BOX,2.325421499133329
14892.0,21733,RED HANGING HEART T-LIGHT HOLDER,2.3212584975303074
14892.0,22423,REGENCY CAKESTAND 3 TIER,2.3092950721735854
14892.0,21212,PACK OF 72 RETRO SPOT CAKE CASES,2.290457477008489
14892.0,21212,PACK OF 72 RETROSPOT CAKE CASES,2.290457477008489
14892.0,84992,72 SWEETHEART FAIRY CAKE CASES,2.289678222992439
14892.0,21485,RED SPOT HEART HOT WATER BOTTLE,2.285402793810323
14892.0,21485,RETROSPOT HEART HOT WATER BOTTLE,2.285402793810323
17100.0,21791,VINTAGE HEADS AND TAILS CARD GAME ,14.423803453670235
17100.0,21212,PACK OF 72 RETRO SPOT CAKE CASES,13.931340343261642
17100.0,21212,PACK OF 72 RETROSPOT CAKE CASES,13.931340343261642
17100.0,22551,PLASTERS IN TIN SPACEBOY,13.653761182426846
17100.0,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,13.33571712457862
17100.0,21915,RED  HARMONICA IN BOX ,13.291011502151845
17100.0,22554,PLASTERS IN TIN WOODLAND ANIMALS,13.117707262326974
17100.0,22561,WOODEN SCHOOL COLOURING SET,13.078915990857505
17100.0,20725,LUNCH BAG RED SPOTTY,12.946981108950833
17100.0,20725,LUNCH BAG RED RETROSPOT,12.946981108950833
17100.0,22382,LUNCHBAG SPACEBOY DESIGN ,12.907360310778586
17100.0,22382,LUNCH BAG SPACEBOY DESIGN ,12.907360310778586
17100.0,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,12.74410882819969
14435.0,21679,SKULLS  STICKERS,0.714047688847383
14435.0,21219,SET/4 BADGES BALLOON GIRL,0.6581173400174731
14435.0,21544,SKULLS  WATER TRANSFER TATTOOS ,0.6489680666831701
14435.0,20974,12 PENCILS SMALL TUBE SKULL,0.6247823978146788
14435.0,21222,SET/4 BADGES BEETLES,0.6178091821072061
14435.0,21830,ASSORTED CREEPY CRAWLIES,0.6149970177473032
14435.0,22332,SKULLS PARTY BAG + STICKER SET,0.5666743462932872
14435.0,21989,PACK OF 20 SKULL PAPER NAPKINS,0.5645937172812698
14435.0,21220,SET/4 BADGES DOGS,0.5545610327577036
14435.0,20727,LUNCH BAG  BLACK SKULL.,0.5514864520941613
14676.0,84991,60 TEATIME FAIRY CAKE CASES,16.72391290140276
14676.0,84992,72 SWEETHEART FAIRY CAKE CASES,16.490314367817216
14676.0,20725,LUNCH BAG RED SPOTTY,16.071616912748034
14676.0,20725,LUNCH BAG RED RETROSPOT,16.071616912748034
14676.0,22417,PACK OF 60 SPACEBOY CAKE CASES,15.948405238582287
14676.0,22382,LUNCHBAG SPACEBOY DESIGN ,15.453448771155642
14676.0,22382,LUNCH BAG SPACEBOY DESIGN ,15.453448771155642
14676.0,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,15.272631289744554
14676.0,20727,LUNCH BAG  BLACK SKULL.,15.18778375481159
14676.0,22384,LUNCHBAG PINK RETROSPOT,15.025005875271901
14676.0,22384,LUNCH BAG PINK RETROSPOT,15.025005875271901
14676.0,22384,LUNCH BAG PINK POLKADOT,15.025005875271901
14676.0,22384,LUNCH BAG PINK POLKADOTS,15.025005875271901
14676.0,22147,FELTCRAFT BUTTERFLY HEARTS,14.999467642237732
14676.0,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,14.856043740017151
18011.0,22383,LUNCHBAG SUKI  DESIGN ,7.7966622092449205
18011.0,22383,LUNCH BAG SUKI  DESIGN ,7.7966622092449205
18011.0,22383,LUNCH BAG SUKI DESIGN ,7.7966622092449205
18011.0,22382,LUNCHBAG SPACEBOY DESIGN ,7.753306852712152
18011.0,22382,LUNCH BAG SPACEBOY DESIGN ,7.753306852712152
18011.0,20727,LUNCH BAG  BLACK SKULL.,7.65531701170386
18011.0,20725,LUNCH BAG RED SPOTTY,7.597338171968636
18011.0,20725,LUNCH BAG RED RETROSPOT,7.597338171968636
18011.0,22386,JUMBO BAG PINK WITH WHITE SPOTS,7.591363810048984
18011.0,22386,JUMBO BAG PINK POLKADOT,7.591363810048984
18011.0,20728,LUNCH BAG CARS BLUE,7.558906321169486
18011.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7.3605110894911645
18011.0,85123A,CREAM HANGING HEART T-LIGHT HOLDER,7.3605110894911645
18011.0,21929,JUMBO BAG PINK VINTAGE PAISLEY,7.356355139322234
18011.0,21931,JUMBO STORAGE BAG SUKI,7.352231255412502
18011.0,21212,PACK OF 72 RETRO SPOT CAKE CASES,7.321662032439304
18011.0,21212,PACK OF 72 RETROSPOT CAKE CASES,7.321662032439304
15775.0,22469,HEART OF WICKER SMALL,1.9566204183870073
15775.0,21733,RED HANGING HEART T-LIGHT HOLDER,1.9478579224325525
15775.0,84970S,HANGING HEART ZINC T-LIGHT HOLDER,1.8895485468056492
15775.0,22470,HEART OF WICKER LARGE,1.8742394582201225
15775.0,22457,NATURAL SLATE HEART CHALKBOARD ,1.7857255500551545
15775.0,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,1.7098217355620884
15775.0,82482,WOODEN PICTURE FRAME WHITE FINISH,1.646222977522069
15775.0,21755,LOVE BUILDING BLOCK WORD,1.6409094769930075
15775.0,22189,CREAM HEART CARD HOLDER,1.6357161323756966
15775.0,84879,ASSORTED COLOUR BIRD ORNAMENT,1.6117081288939776
17180.0,20725,LUNCH BAG RED SPOTTY,30.85311956997168
17180.0,20725,LUNCH BAG RED RETROSPOT,30.85311956997168
17180.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,30.098765262510245
17180.0,85123A,CREAM HANGING HEART T-LIGHT HOLDER,30.098765262510245
17180.0,21121,SET/10 RED SPOTTY PARTY CANDLES,29.63869241588953
17180.0,21121,SET/10 RED POLKADOT PARTY CANDLES,29.63869241588953
17180.0,22384,LUNCHBAG PINK RETROSPOT,29.437442643803394
17180.0,22384,LUNCH BAG PINK RETROSPOT,29.437442643803394
17180.0,22384,LUNCH BAG PINK POLKADOT,29.437442643803394
17180.0,22384,LUNCH BAG PINK POLKADOTS,29.437442643803394
17180.0,22382,LUNCHBAG SPACEBOY DESIGN ,29.211617483867368
17180.0,22382,LUNCH BAG SPACEBOY DESIGN ,29.211617483867368
17180.0,20727,LUNCH BAG  BLACK SKULL.,29.133133864238303
17180.0,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,28.40154313728437
17180.0,21210,SET OF 72 RETROSPOT PAPER  DOILIES,28.40154313728437
17180.0,22383,LUNCHBAG SUKI  DESIGN ,28.348400959003715
17180.0,22383,LUNCH BAG SUKI  DESIGN ,28.348400959003715
17180.0,22383,LUNCH BAG SUKI DESIGN ,28.348400959003715
17180.0,20728,LUNCH BAG CARS BLUE,28.267826895364315
17180.0,85099B,JUMBO BAG RED WHITE SPOTTY ,28.077837656038476
17180.0,85099B,RED RETROSPOT JUMBO BAG ,28.077837656038476
17180.0,85099B,JUMBO BAG RED RETROSPOT,28.077837656038476
14475.0,82482,WOODEN PICTURE FRAME WHITE FINISH,10.070698860132854
14475.0,21733,RED HANGING HEART T-LIGHT HOLDER,9.736027158597635
14475.0,22384,LUNCHBAG PINK RETROSPOT,9.60605683495931
14475.0,22384,LUNCH BAG PINK RETROSPOT,9.60605683495931
14475.0,22384,LUNCH BAG PINK POLKADOT,9.60605683495931
14475.0,22384,LUNCH BAG PINK POLKADOTS,9.60605683495931
14475.0,20728,LUNCH BAG CARS BLUE,9.167070392734885
14475.0,21755,LOVE BUILDING BLOCK WORD,9.16225332337764
14475.0,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,9.1465092083137
14475.0,22382,LUNCHBAG SPACEBOY DESIGN ,9.133528081092022
14475.0,22382,LUNCH BAG SPACEBOY DESIGN ,9.133528081092022
14475.0,21181,PLEASE ONE PERSON  METAL SIGN,9.132290486140274
14475.0,21181,PLEASE ONE PERSON METAL SIGN,9.132290486140274
14475.0,21929,JUMBO BAG PINK VINTAGE PAISLEY,8.894265058816922
14475.0,21212,PACK OF 72 RETRO SPOT CAKE CASES,8.89219426121174
14475.0,21212,PACK OF 72 RETROSPOT CAKE CASES,8.89219426121174
15595.0,21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,2.093739938971609
15595.0,22864,MUG AND COASTER SET RED CIRCLES,0.6317934000815598
15595.0,35822P,"ACRYLIC BEAD CHAIN, PINK",0.6317934000815598
15595.0,47554,S/3 COLOURS FLOCK TEA TOWELS,0.6317934000815598
15595.0,35822B,"ACRYLIC BEAD CHAIN, BLUE",0.6317934000815598
15595.0,79308B,MOSAIC CANDLE DISH BLUE PURPLE,0.6317934000815598
15595.0,17011C,ORIGAMI LAVENDER INCENSE+FLOWER,0.6317934000815598
15595.0,17011E,ORIGAMI OPIUM SCENT INCENSE+FLOWER,0.6317934000815598
15595.0,84858B,BLUE RIVIERA HANDBAG,0.5646306473452057
15595.0,72754A,FLOWER FAIRY POTPOURRI CUSHION LILY,0.5472779746087082
15767.0,21531,RETRO SPOT SUGAR JAM BOWL,2.4313353036235954
15767.0,21531,RED RETROSPOT SUGAR JAM BOWL,2.4313353036235954
15767.0,15056P,EDWARDIAN PARASOL PINK,2.331806431022765
15767.0,22423,REGENCY CAKESTAND 3 TIER,2.3164588093825698
15767.0,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,2.3096963499642165
15767.0,85014B,RED RETROSPOT UMBRELLA,2.3096963499642165
15767.0,21527,RETRO SPOT TRADITIONAL TEAPOT ,2.2851222530495336
15767.0,21527,RED RETROSPOT TRADITIONAL TEAPOT ,2.2851222530495336
15767.0,21843,RETRO SPOT CAKE STAND,2.282384543156321
15767.0,21843,RED RETROSPOT CAKE STAND,2.282384543156321
15767.0,21733,RED HANGING HEART T-LIGHT HOLDER,2.231093006197923
15767.0,21539,RETRO SPOTS BUTTER DISH,2.228791751918447
15767.0,21539,RED RETROSPOT BUTTER DISH,2.228791751918447
15767.0,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,2.2023116776798126
15767.0,85014A,BLACK/BLUE POLKADOT UMBRELLA,2.2023116776798126
15767.0,21212,PACK OF 72 RETRO SPOT CAKE CASES,2.140511772428296
15767.0,21212,PACK OF 72 RETROSPOT CAKE CASES,2.140511772428296
14118.0,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,4.150703378803097
14118.0,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,4.150703378803097
14118.0,84997B,CHILDRENS CUTLERY RETROSPOT RED ,4.150703378803097
14118.0,22382,LUNCHBAG SPACEBOY DESIGN ,3.9843654655607583
14118.0,22382,LUNCH BAG SPACEBOY DESIGN ,3.9843654655607583
14118.0,22551,PLASTERS IN TIN SPACEBOY,3.980615105981805
14118.0,21790,VINTAGE SNAP CARDS,3.906621299997428
14118.0,22629,SPACEBOY LUNCH BOX ,3.824991945492646
14118.0,21791,VINTAGE HEADS AND TAILS CARD GAME ,3.8139170310667057
14118.0,22556,PLASTERS IN TIN CIRCUS PARADE ,3.7785410872203204
14118.0,21212,PACK OF 72 RETRO SPOT CAKE CASES,3.7562060991330752
14118.0,21212,PACK OF 72 RETROSPOT CAKE CASES,3.7562060991330752
14118.0,20725,LUNCH BAG RED SPOTTY,3.7183282980556305
14118.0,20725,LUNCH BAG RED RETROSPOT,3.7183282980556305
14118.0,22549,PICTURE DOMINOES,3.692743058445377
13551.0,15056P,EDWARDIAN PARASOL PINK,1.83769526479149
13551.0,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,1.401227594294532
13551.0,85014A,BLACK/BLUE POLKADOT UMBRELLA,1.401227594294532
13551.0,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,1.3852829300243719
13551.0,85014B,RED RETROSPOT UMBRELLA,1.3852829300243719
13551.0,22423,REGENCY CAKESTAND 3 TIER,0.94078179731819
13551.0,85099B,JUMBO BAG RED WHITE SPOTTY ,0.8649787007297747
13551.0,85099B,RED RETROSPOT JUMBO BAG ,0.8649787007297747
13551.0,85099B,JUMBO BAG RED RETROSPOT,0.8649787007297747
13551.0,20725,LUNCH BAG RED SPOTTY,0.8593126018191738
13551.0,20725,LUNCH BAG RED RETROSPOT,0.8593126018191738
13551.0,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,0.8379978991719647
13551.0,21632,VINTAGE PINK DECORATIVE PARASOL,0.8372380903155223
13551.0,21633,SUNFLOWER DECORATIVE PARASOL,0.8350870450876235
13551.0,85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,0.8306825986056596
13783.0,17091B,JASMINE TEA INCENSE IN TIN,0.9114157950023614
13783.0,17090A,LAVENDER INCENSE 40 CONES IN TIN,0.5841161264993597
13783.0,84360,TABLE LAMP WHITE SHADE WOOD BASE,0.49322150500880724
13783.0,85231L,LAVENDER SCENTED SET/9 T-LIGHTS,0.4821163999173632
13783.0,71495A,CD WALL TIDY BLUE OFFICE,0.4810103499361305
13783.0,17091F,SANDALWOOD INCENSE IN TIN,0.4795470149417171
13783.0,85231G,ORANGE SCENTED SET/9 T-LIGHTS,0.4729427527890827
13783.0,85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,0.46706037335552125
13783.0,44236,PINK/PURPLE CIRCLE CURTAIN,0.4651345609843553
13783.0,17109A,FLOWER FAIRY INCENSE LILY,0.45919622415540057
14217.0,82482,WOODEN PICTURE FRAME WHITE FINISH,24.00134614376093
14217.0,21733,RED HANGING HEART T-LIGHT HOLDER,22.96474180685114
14217.0,21755,LOVE BUILDING BLOCK WORD,22.752239868198043
14217.0,84836,ZINC METAL HEART DECORATION,21.937958234842693
14217.0,21754,HOME BUILDING BLOCK WORD,21.740710510160106
14217.0,22666,RECIPE BOX PANTRY YELLOW DESIGN,21.205781884194128
14217.0,21212,PACK OF 72 RETRO SPOT CAKE CASES,21.017375256919603
14217.0,21212,PACK OF 72 RETROSPOT CAKE CASES,21.017375256919603
14217.0,21485,RED SPOT HEART HOT WATER BOTTLE,20.867616530345874
14217.0,21485,RETROSPOT HEART HOT WATER BOTTLE,20.867616530345874
14217.0,85066,CREAM SWEETHEART MINI CHEST,20.749954040914318
14217.0,23298,SPOTTY BUNTING,20.705223009438658
14217.0,23298,"BUNTING , SPOTTY ",20.705223009438658
15569.0,21212,PACK OF 72 RETRO SPOT CAKE CASES,23.04921869367074
15569.0,21212,PACK OF 72 RETROSPOT CAKE CASES,23.04921869367074
15569.0,20725,LUNCH BAG RED SPOTTY,23.043820974206447
15569.0,20725,LUNCH BAG RED RETROSPOT,23.043820974206447
15569.0,20727,LUNCH BAG  BLACK SKULL.,22.08139646534374
15569.0,22384,LUNCHBAG PINK RETROSPOT,22.062342374528587
15569.0,22384,LUNCH BAG PINK RETROSPOT,22.062342374528587
15569.0,22384,LUNCH BAG PINK POLKADOT,22.062342374528587
15569.0,22384,LUNCH BAG PINK POLKADOTS,22.062342374528587
15569.0,20728,LUNCH BAG CARS BLUE,21.9906437050976
15569.0,21080,SET/20 RED SPOTTY PAPER NAPKINS ,21.607503006112776
15569.0,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,21.607503006112776
15569.0,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,21.411303403466903
15569.0,85099B,JUMBO BAG RED WHITE SPOTTY ,21.335865622893284
15569.0,85099B,RED RETROSPOT JUMBO BAG ,21.335865622893284
15569.0,85099B,JUMBO BAG RED RETROSPOT,21.335865622893284
15569.0,84991,60 TEATIME FAIRY CAKE CASES,21.179939555733437
15569.0,84992,72 SWEETHEART FAIRY CAKE CASES,21.17642520284319
15267.0,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1.4713251714996496
15267.0,22142,CHRISTMAS CRAFT WHITE FAIRY ,1.4588691195660275
15267.0,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,1.3769880761341606
15267.0,22139,11 PC CERAMIC TEA SET POLKADOT,1.3769880761341606
15267.0,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1.3769880761341606
15267.0,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1.328848172332425
15267.0,23210,WHITE ROCKING HORSE HAND PAINTED,1.3247218340530704
15267.0,22617,BAKING SET SPACEBOY DESIGN,1.321334597057849
15267.0,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1.3104779683833352
15267.0,22940,FELTCRAFT CHRISTMAS FAIRY,1.310017718999928
15267.0,21212,PACK OF 72 RETRO SPOT CAKE CASES,1.3012269601797102
15267.0,21212,PACK OF 72 RETROSPOT CAKE CASES,1.3012269601797102
15267.0,22865,HAND WARMER OWL DESIGN,1.293321416198406
14121.0,22382,LUNCHBAG SPACEBOY DESIGN ,25.736785832002628
14121.0,22382,LUNCH BAG SPACEBOY DESIGN ,25.736785832002628
14121.0,20725,LUNCH BAG RED SPOTTY,25.51607237104216
14121.0,20725,LUNCH BAG RED RETROSPOT,25.51607237104216
14121.0,21212,PACK OF 72 RETRO SPOT CAKE CASES,25.289491474801654
14121.0,21212,PACK OF 72 RETROSPOT CAKE CASES,25.289491474801654
14121.0,22551,PLASTERS IN TIN SPACEBOY,24.963027750195167
14121.0,22556,PLASTERS IN TIN CIRCUS PARADE ,24.73217424406804
14121.0,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,24.718630758639414
14121.0,20726,LUNCH BAG WOODLAND,24.285480077451126
14121.0,22383,LUNCHBAG SUKI  DESIGN ,24.146624898072492
14121.0,22383,LUNCH BAG SUKI  DESIGN ,24.146624898072492
14121.0,22383,LUNCH BAG SUKI DESIGN ,24.146624898072492
14121.0,20728,LUNCH BAG CARS BLUE,24.104820827912572
14121.0,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,23.980678497291738
18283.0,22865,HAND WARMER OWL DESIGN,66.07212724483907
18283.0,22138,BAKING SET 9 PIECE RETROSPOT ,65.94340031734211
18283.0,22423,REGENCY CAKESTAND 3 TIER,65.40325868484706
18283.0,22556,PLASTERS IN TIN CIRCUS PARADE ,64.1355420753763
18283.0,20713,JUMBO BAG OWLS,64.07930456880753
18283.0,20914,SET/5 RED SPOTTY LID GLASS BOWLS,63.96195091336635
18283.0,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,63.96195091336635
18283.0,22993,SET OF 4 PANTRY JELLY MOULDS,63.16184300471632
18283.0,22558,CLOTHES PEGS RETROSPOT PACK 24 ,63.136656309260324
18283.0,47566,PARTY BUNTING,62.718564573374444
18283.0,22961,JAM MAKING SET PRINTED,62.11145688667401
16983.0,21212,PACK OF 72 RETRO SPOT CAKE CASES,26.23273776046921
16983.0,21212,PACK OF 72 RETROSPOT CAKE CASES,26.23273776046921
16983.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,26.2114380857829
16983.0,85123A,CREAM HANGING HEART T-LIGHT HOLDER,26.2114380857829
16983.0,22382,LUNCHBAG SPACEBOY DESIGN ,25.87967037919635
16983.0,22382,LUNCH BAG SPACEBOY DESIGN ,25.87967037919635
16983.0,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,25.748760606156257
16983.0,22147,FELTCRAFT BUTTERFLY HEARTS,25.67231825727017
16983.0,22865,HAND WARMER OWL DESIGN,25.605450101474148
16983.0,20725,LUNCH BAG RED SPOTTY,25.5352640623599
16983.0,20725,LUNCH BAG RED RETROSPOT,25.5352640623599
16983.0,20728,LUNCH BAG CARS BLUE,25.114562229072487
16983.0,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,24.74392079229921
16983.0,22149,FELTCRAFT 6 FLOWER FRIENDS,24.582517385611474
14512.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10.67389009378055
14512.0,85123A,CREAM HANGING HEART T-LIGHT HOLDER,10.67389009378055
14512.0,22469,HEART OF WICKER SMALL,10.456990439162698
14512.0,84836,ZINC METAL HEART DECORATION,9.611170258804727
14512.0,22457,NATURAL SLATE HEART CHALKBOARD ,9.387984619599491
14512.0,21733,RED HANGING HEART T-LIGHT HOLDER,9.363628191493932
14512.0,82494L,WOODEN FRAME ANTIQUE WHITE ,9.217747881679534
14512.0,21755,LOVE BUILDING BLOCK WORD,9.071126046958518
14512.0,22423,REGENCY CAKESTAND 3 TIER,9.06122861883282
14512.0,84970S,HANGING HEART ZINC T-LIGHT HOLDER,8.967862569242277
14512.0,22189,CREAM HEART CARD HOLDER,8.897882537811398
17409.0,21212,PACK OF 72 RETRO SPOT CAKE CASES,10.673114375040694
17409.0,21212,PACK OF 72 RETROSPOT CAKE CASES,10.673114375040694
17409.0,22423,REGENCY CAKESTAND 3 TIER,10.644313439616587
17409.0,84991,60 TEATIME FAIRY CAKE CASES,10.31121187023067
17409.0,22469,HEART OF WICKER SMALL,10.093349971561802
17409.0,22111,SCOTTIE DOG HOT WATER BOTTLE,10.06888826144909
17409.0,20725,LUNCH BAG RED SPOTTY,10.024296690596966
17409.0,20725,LUNCH BAG RED RETROSPOT,10.024296690596966
17409.0,85099B,JUMBO BAG RED WHITE SPOTTY ,10.002740202726832
17409.0,85099B,RED RETROSPOT JUMBO BAG ,10.002740202726832
17409.0,85099B,JUMBO BAG RED RETROSPOT,10.002740202726832
17409.0,21080,SET/20 RED SPOTTY PAPER NAPKINS ,9.946744701766864
17409.0,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,9.946744701766864
17409.0,84992,72 SWEETHEART FAIRY CAKE CASES,9.917832967890446
17409.0,22470,HEART OF WICKER LARGE,9.908808720805608
14180.0,21535,RETRO SPOT SMALL MILK JUG,21.785806895340606
14180.0,21535,RED RETROSPOT SMALL MILK JUG,21.785806895340606
14180.0,22423,REGENCY CAKESTAND 3 TIER,21.714220728390757
14180.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21.002133116050913
14180.0,85123A,CREAM HANGING HEART T-LIGHT HOLDER,21.002133116050913
14180.0,21212,PACK OF 72 RETRO SPOT CAKE CASES,20.20671729412196
14180.0,21212,PACK OF 72 RETROSPOT CAKE CASES,20.20671729412196
14180.0,21080,SET/20 RED SPOTTY PAPER NAPKINS ,19.71526094073795
14180.0,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,19.71526094073795
14180.0,20685,RED SPOTTY COIR DOORMAT,19.691162077828206
14180.0,20685,DOOR MAT RED SPOT,19.691162077828206
14180.0,20685,DOORMAT RED SPOT,19.691162077828206
14180.0,20685,DOORMAT RED RETROSPOT,19.691162077828206
14180.0,22469,HEART OF WICKER SMALL,19.15092959340127
14180.0,82482,WOODEN PICTURE FRAME WHITE FINISH,19.048580836082927
14180.0,82494L,WOODEN FRAME ANTIQUE WHITE ,18.65509836867287
14180.0,22470,HEART OF WICKER LARGE,18.649104206764143
17740.0,85040A,S/4 PINK FLOWER CANDLES IN BOWL,1.3286009012402367
17740.0,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,1.2334612470560729
17740.0,72741,GRAND CHOCOLATECANDLE,1.0841948392536778
17740.0,85041,SET/4 PINK ORCHID CANDLES IN BOWL,1.0395088072670848
17740.0,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,0.923234243190133
17740.0,22810,SET OF 6 T-LIGHTS SNOWMEN,0.8960039687191281
17740.0,22809,SET OF 6 T-LIGHTS SANTA,0.8570727519356096
17740.0,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,0.8196214463757696
17740.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.8098667219392556
17740.0,85123A,CREAM HANGING HEART T-LIGHT HOLDER,0.8098667219392556
17740.0,84029E,RED WOOLLY HOTTIE WHITE HEART.,0.7932940827078787
16377.0,15034,PAPER POCKET TRAVELING FAN ,0.9490491236108256
16377.0,84692,BOX OF 24 COCKTAIL PARASOLS,0.793784854588654
16377.0,15039,SANDALWOOD FAN,0.7894475631830161
16377.0,15044D,RED PAPER PARASOL,0.7856479480244847
16377.0,15044B,BLUE PAPER PARASOL ,0.7469630027244978
16377.0,SP1002,KID'S CHALKBOARD/EASEL,0.7299513729242089
16377.0,21683,MEDIUM MEDINA STAMPED METAL BOWL ,0.7041673520783323
16377.0,21682,LARGE MEDINA STAMPED METAL BOWL ,0.6996115394781216
16377.0,35974,S/6 CHRISTMAS TREE PLACE SETTING,0.6949634406387329
16377.0,35930,PINK HEART CHRISTMAS DECORATION,0.6949634406387329
14443.0,20725,LUNCH BAG RED SPOTTY,22.886422683480667
14443.0,20725,LUNCH BAG RED RETROSPOT,22.886422683480667
14443.0,22382,LUNCHBAG SPACEBOY DESIGN ,22.0719621584537
14443.0,22382,LUNCH BAG SPACEBOY DESIGN ,22.0719621584537
14443.0,84991,60 TEATIME FAIRY CAKE CASES,22.02394476448397
14443.0,22423,REGENCY CAKESTAND 3 TIER,21.967109210210367
