Recency,Frequency,Monetary,TotalQuantity,AvgQuantity,MedianQuantity,MaxQuantity,MinQuantity,QuantitySTD,AvgRevenue,MedianRevenue,MaxRevenue,MinRevenue,RevenueSTD,RevenueRange,UniqueProducts,AvgProductsPerInvoice,ActiveMonths,PurchaseSpan,WeekendPurchaseRate,AvgDaysBetweenPurchases,CancelledTransactions,CancelledRevenue,CancellationRate,Cluster,CustomerSegment
23,6,6371.7300000000005,3416,24.056338028169016,18.0,120,1,22.53343446446544,1061.9550000000002,695.95,2301.96,58.35,987.717630859144,2243.61,104,23.5,4,401,0.0,79.8,0.0,0.0,0.0,3,At-Risk Customers
33,3,18287.66,6587,22.25337837837838,16.0,96,1,18.948636784885004,6095.886666666666,6207.67,11229.99,850.0,5190.89777738238,10379.99,261,98.66666666666669,1,355,44.25675675675676,177.5,0.0,0.0,0.0,3,At-Risk Customers
2,5,3887.07,1079,14.012987012987011,12.0,60,1,15.045101936382649,777.414,683.2,1429.83,268.1,457.95322575564416,1161.73,56,15.2,4,730,0.0,182.0,0.0,0.0,0.0,3,At-Risk Customers
58,10,8873.39,2739,7.566298342541437,6.0,200,1,15.080477449676156,887.3389999999999,549.415,2814.3,78.2,838.0305996726956,2736.1000000000004,305,36.0,6,676,17.403314917127073,74.88888888888889,4.0,-221.05,28.57142857142857,3,At-Risk Customers
52,8,4252.89,2459,11.33179723502304,10.0,120,1,10.274498861140865,531.6112499999999,578.37,1083.58,40.0,411.0423703372926,1043.58,160,27.125,6,603,0.0,85.71428571428571,1.0,-40.0,11.11111111111111,3,At-Risk Customers
287,4,511.25,235,8.10344827586207,10.0,20,1,4.177702953830412,127.8125,111.6,189.9,98.15,41.9202889422294,91.75,18,7.25,4,394,20.689655172413797,131.0,0.0,0.0,0.0,0,VIP Customers
3,11,5356.2300000000005,2230,8.352059925093632,6.0,36,1,5.846053346123244,486.93000000000006,479.1,829.99,130.0,197.0517970483903,699.99,201,24.272727272727277,8,735,0.0,73.0,3.0,-71.65,21.428571428571427,3,At-Risk Customers
110,2,552.0,408,17.73913043478261,24.0,36,2,9.250146884850228,276.0,276.0,299.1,252.9,32.668333290818495,46.20000000000002,23,11.5,2,132,0.0,132.0,0.0,0.0,0.0,0,VIP Customers
8,4,1313.1,1506,17.71764705882353,12.0,180,1,19.43586018329073,328.275,304.69,623.92,79.8,223.8464428278159,544.12,70,21.25,4,104,25.882352941176475,34.333333333333336,0.0,0.0,0.0,0,VIP Customers
291,2,641.38,174,7.909090909090909,6.0,12,1,3.926819759030636,320.69,320.69,320.69,320.69,0.0,0.0,22,11.0,1,0,0.0,0.0,1.0,-320.69,33.33333333333333,0,VIP Customers
634,1,500.24,296,98.66666666666669,96.0,104,96,4.618802153517004,500.24,500.24,500.24,500.24,0.0,0.0,3,3.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
4,1,168.9,173,15.727272727272728,12.0,60,1,16.67987355522163,168.9,168.9,168.9,168.9,0.0,0.0,11,11.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
628,1,917.7,330,18.33333333333333,12.0,50,6,12.63515171351454,917.7,917.7,917.7,917.7,0.0,0.0,18,18.0,1,0,100.0,0.0,0.0,0.0,0.0,0,VIP Customers
413,3,1791.15,1241,13.344086021505376,12.0,88,1,11.092001253994107,597.05,348.32,1259.48,183.35,579.580800147831,1076.13,90,31.0,3,228,0.0,113.5,0.0,0.0,0.0,0,VIP Customers
51,7,4316.56,2604,12.955223880597014,8.0,288,1,29.85201810723401,616.6514285714285,562.96,1587.07,70.6,532.7186702950746,1516.47,168,28.714285714285715,4,617,0.0,102.66666666666669,0.0,0.0,0.0,3,At-Risk Customers
45,5,4067.38,1436,8.598802395209582,6.0,36,1,5.6238089825993685,813.476,360.0,1571.74,286.8,672.8912599224335,1284.94,134,33.4,2,600,0.0,149.5,0.0,0.0,0.0,3,At-Risk Customers
72,3,1298.04,794,15.26923076923077,12.0,36,2,9.838131865977813,432.68,399.22,515.7,383.12,72.3466847892839,132.58000000000004,34,17.333333333333332,3,224,0.0,112.0,0.0,0.0,0.0,0,VIP Customers
311,3,1127.65,516,10.117647058823527,8.0,30,1,6.522720471777185,375.8833333333334,364.6,437.9,325.15000000000003,57.215608301698005,112.75,36,17.0,2,362,0.0,180.5,0.0,0.0,0.0,0,VIP Customers
25,4,2989.2200000000003,1362,16.40963855421687,12.0,40,2,9.58407742621407,747.3050000000001,700.34,1388.54,200.0,489.47738350884674,1188.54,79,20.75,3,563,0.0,187.33333333333331,0.0,0.0,0.0,3,At-Risk Customers
11,2,457.5,178,10.470588235294118,10.0,30,1,7.220782913393322,228.75,228.75,230.3,227.2,2.1920310216782832,3.0999999999999943,14,8.5,2,87,0.0,87.0,1.0,-2.08,33.33333333333333,0,VIP Customers
390,2,503.15,240,18.46153846153846,12.0,48,1,19.05087655295413,251.575,251.575,432.55,70.6,255.93729945047085,361.94999999999993,11,6.5,2,28,0.0,28.0,0.0,0.0,0.0,0,VIP Customers
315,4,3426.32,2105,13.848684210526317,12.0,96,2,10.639648371188333,856.58,814.06,1210.96,587.24,301.1243508364388,623.72,129,38.0,4,274,0.0,91.0,0.0,0.0,0.0,0,VIP Customers
130,2,5416.32,3316,11.016611295681065,8.0,288,1,17.886393053894494,2708.16,2708.16,4008.62,1407.7,1839.1281693237152,2600.92,281,150.5,2,432,0.0,432.0,0.0,0.0,0.0,3,At-Risk Customers
82,4,1620.22,815,10.061728395061728,10.0,48,2,6.519865180761688,405.055,396.4500000000001,459.84,367.48,39.13299502976994,92.35999999999996,58,20.25,3,452,0.0,150.66666666666666,1.0,-1.95,20.0,3,At-Risk Customers
22,11,9676.3,3355,12.111913357400722,10.0,72,1,9.930105499884816,879.6636363636364,686.4,1765.95,145.0,550.4549539112666,1620.95,156,25.181818181818183,7,640,0.0,63.7,4.0,-1788.3000000000002,26.666666666666668,3,At-Risk Customers
5,5,1845.31,808,9.28735632183908,8.0,36,1,7.115178740628606,369.062,147.01,1268.74,4.5,530.5532164825693,1264.24,70,17.4,4,115,18.39080459770115,28.25,1.0,-41.35,16.666666666666664,0,VIP Customers
185,5,1850.56,1532,15.474747474747474,12.0,144,1,18.710110458090504,370.112,357.07,651.16,99.45,253.75093806723163,551.7099999999999,84,19.8,5,167,0.0,41.25,1.0,-11.25,16.666666666666664,0,VIP Customers
29,2,585.27,126,4.666666666666667,4.0,12,1,3.3512339862756866,292.635,292.635,292.69,292.58,0.0777817459305298,0.1100000000000136,26,13.5,2,92,0.0,92.0,1.0,-19.11,33.33333333333333,0,VIP Customers
379,1,1938.4,612,9.415384615384616,10.0,36,4,5.697840346603669,1938.4,1938.4,1938.4,1938.4,0.0,0.0,65,65.0,1,0,0.0,0.0,1.0,-15.0,50.0,0,VIP Customers
338,2,401.9,354,35.4,18.0,120,4,38.73614447630131,200.95,200.95,258.90000000000003,143.0,81.95367593952088,115.90000000000003,10,5.0,2,29,0.0,29.0,0.0,0.0,0.0,0,VIP Customers
415,1,143.94,134,14.88888888888889,12.0,24,2,7.557189365836423,143.94,143.94,143.94,143.94,0.0,0.0,9,9.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
16,8,3901.11,2001,13.705479452054794,12.0,96,3,13.281134043924046,487.63875,446.46,902.09,124.05,285.0162066288011,778.04,83,18.25,7,566,15.068493150684931,80.42857142857143,0.0,0.0,0.0,3,At-Risk Customers
403,3,1433.33,614,12.53061224489796,12.0,48,2,7.903327465948353,477.7766666666666,398.18,870.3,164.85,359.39761773463846,705.4499999999999,41,16.333333333333332,3,253,0.0,126.0,0.0,0.0,0.0,0,VIP Customers
80,1,549.84,353,11.03125,6.0,36,1,9.454421648608518,549.84,549.84,549.84,549.84,0.0,0.0,32,32.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
22,6,2724.84,1204,4.50936329588015,2.0,72,1,6.532949049035537,454.14,411.3250000000001,1000.5,38.1,356.4649296073879,962.4,241,43.16666666666666,4,641,0.0,128.0,1.0,-25.6,14.285714285714285,3,At-Risk Customers
591,1,234.75000000000003,73,10.428571428571429,6.0,24,2,9.89708951926681,234.75000000000003,234.75000000000003,234.75000000000003,234.75000000000003,0.0,0.0,7,7.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
72,6,2399.45,1311,12.25233644859813,10.0,48,1,8.23143245969768,399.9083333333333,442.05,521.5,177.00000000000003,134.83230479624186,344.5,63,17.666666666666668,5,356,0.0,70.8,1.0,-22.7,14.285714285714285,3,At-Risk Customers
64,2,1272.48,819,30.33333333333333,9.0,256,2,65.8629112393544,636.24,636.24,891.4000000000001,381.08,360.850732575119,510.3200000000001,26,13.5,2,153,0.0,153.0,0.0,0.0,0.0,0,VIP Customers
19,15,4721.17,3205,13.243801652892564,10.0,120,1,17.529656637710104,314.74466666666666,263.08,1125.44,149.97,234.61992598567545,975.47,145,16.133333333333333,9,583,6.198347107438017,41.21428571428572,3.0,-20.35,16.666666666666664,3,At-Risk Customers
674,1,931.43,591,9.092307692307692,10.0,24,1,3.975405155936455,931.43,931.43,931.43,931.43,0.0,0.0,65,65.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
36,2,2409.9,1263,10.023809523809524,8.0,36,1,7.13466387235086,1204.9499999999998,1204.9499999999998,1214.81,1195.09,13.944145724998656,19.720000000000027,110,63.0,2,99,0.0,99.0,0.0,0.0,0.0,0,VIP Customers
46,1,1635.66,1394,16.4,12.0,36,4,8.449006704087427,1635.66,1635.66,1635.66,1635.66,0.0,0.0,85,85.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
119,7,1962.3,2198,19.98181818181818,12.0,108,1,16.746891711150084,280.3285714285714,288.05,480.9,130.08,113.55017164651218,350.81999999999994,67,15.714285714285714,6,525,0.0,87.33333333333333,0.0,0.0,0.0,3,At-Risk Customers
414,1,205.25,91,8.272727272727273,6.0,24,3,5.8667011018273145,205.25,205.25,205.25,205.25,0.0,0.0,11,11.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
303,1,84.3,11,2.2,2.0,4,1,1.3038404810405295,84.3,84.3,84.3,84.3,0.0,0.0,5,5.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
323,6,1256.9,584,8.342857142857143,10.0,12,1,3.383188249701641,209.48333333333332,205.8,313.65000000000003,150.4,59.87330512562896,163.25000000000003,43,11.666666666666666,6,347,40.0,69.0,1.0,-12.75,14.285714285714285,3,At-Risk Customers
50,2,1019.36,260,28.88888888888889,20.0,72,2,27.876712702740097,509.68000000000006,509.68000000000006,591.6600000000001,427.7,115.93722784334642,163.9600000000001,5,4.5,2,471,0.0,471.0,1.0,-18.0,33.33333333333333,3,At-Risk Customers
682,1,63.24,1,1.0,1.0,1,1,0.0,63.24,63.24,63.24,63.24,0.0,0.0,1,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
149,1,1710.39,857,15.87037037037037,12.0,48,2,13.692094257024982,1710.39,1710.39,1710.39,1710.39,0.0,0.0,54,54.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
22,5,6390.36,3416,20.57831325301205,12.0,200,4,23.54293073176473,1278.072,1345.86,1794.05,748.0,454.7206171595917,1046.05,114,33.0,4,675,0.0,168.25,2.0,-318.15,28.57142857142857,3,At-Risk Customers
50,5,1708.12,1416,18.38961038961039,12.0,272,1,32.064965240879935,341.624,269.66,719.06,192.34,214.99532292587205,526.7199999999999,57,15.4,4,214,19.480519480519483,53.0,0.0,0.0,0.0,0,VIP Customers
33,8,4340.77,2229,14.0188679245283,12.0,64,1,11.94845029838927,542.59625,648.23,943.06,74.7,308.993947233252,868.36,104,19.875,5,465,0.0,66.14285714285714,6.0,-61.13,42.85714285714285,3,At-Risk Customers
79,7,23419.29,13143,49.78409090909091,48.0,240,1,35.9478230450735,3345.612857142857,4860.64,6802.48,4.95,3095.5483617000414,6797.53,177,37.71428571428572,5,486,32.95454545454545,80.66666666666667,6.0,-328.82,46.15384615384615,3,At-Risk Customers
309,3,1013.71,341,8.525,6.0,24,2,6.582757196471119,337.90333333333336,320.38,625.33,68.0,279.0779149867172,557.33,36,13.333333333333334,2,193,35.0,96.5,1.0,-12.25,25.0,0,VIP Customers
410,1,346.9,138,6.2727272727272725,6.0,12,2,3.1195515273195493,346.9,346.9,346.9,346.9,0.0,0.0,22,22.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
75,6,2596.93,1997,15.724409448818898,12.0,48,1,11.455003180390968,432.82166666666666,441.075,670.88,193.26,166.50744516887724,477.62,82,21.166666666666668,5,464,0.0,92.4,2.0,-15.9,25.0,3,At-Risk Customers
67,4,999.45,319,6.254901960784314,6.0,24,1,4.560013759869162,249.8625,217.775,479.25,84.65,166.4177192839352,394.6,41,12.75,4,335,7.84313725490196,111.33333333333331,2.0,-63.95,33.33333333333333,3,At-Risk Customers
217,6,952.41,495,17.678571428571427,14.0,48,1,14.199774571576755,158.735,141.88,242.8,130.0,43.8620536454918,112.8,21,4.666666666666667,4,246,0.0,49.0,2.0,-260.0,25.0,0,VIP Customers
24,28,144458.37,91447,98.7548596112311,72.0,1152,1,106.26936378402452,5159.2275,708.62,22775.93,10.0,7419.20455737407,22765.93,498,33.07142857142857,11,503,0.0,18.846153846153847,5.0,-1189.08,15.151515151515152,2,Exceptional High-Value Customer
657,1,202.56,132,12.0,12.0,12,12,0.0,202.56,202.56,202.56,202.56,0.0,0.0,11,11.0,1,0,100.0,0.0,0.0,0.0,0.0,0,VIP Customers
3,20,6797.41,2884,7.815718157181572,6.0,50,1,8.492558896822613,339.8705,345.225,562.69,8.5,121.710265383561,554.19,270,18.45,9,730,11.11111111111111,37.94736842105263,7.0,-108.7,25.925925925925924,3,At-Risk Customers
113,4,2021.2,1088,10.666666666666666,12.0,48,1,8.344480992626421,505.3,504.34,668.58,343.94,134.938224137319,324.64000000000004,90,25.5,4,517,0.0,172.0,1.0,-4.25,20.0,3,At-Risk Customers
386,2,503.01,231,9.24,12.0,24,1,5.246268515176603,251.505,251.505,322.91,180.1,100.98191942125086,142.81000000000003,23,12.5,2,27,0.0,27.0,0.0,0.0,0.0,0,VIP Customers
64,1,600.39,345,11.89655172413793,6.0,96,1,18.970550160683658,600.39,600.39,600.39,600.39,0.0,0.0,29,29.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
16,6,1098.6,652,10.03076923076923,9.0,48,1,7.848107317152236,183.1,196.12,239.35,77.8,60.39743471373599,161.55,44,10.833333333333334,6,489,21.53846153846154,97.4,2.0,-5.77,25.0,3,At-Risk Customers
96,17,5231.8,2596,15.093023255813954,10.0,288,1,29.08552740207346,307.7529411764706,358.67,662.25,36.0,195.81984663092456,626.25,137,10.117647058823527,10,625,12.209302325581394,38.5,4.0,-1112.45,19.047619047619047,3,At-Risk Customers
1,10,2622.39,1793,10.866666666666667,10.0,36,1,6.878326985090282,262.239,246.645,464.28,84.92,104.54658137245173,379.36,128,16.5,8,465,0.0,51.11111111111112,1.0,-10.2,9.090909090909092,3,At-Risk Customers
163,4,3340.03,2025,22.01086956521739,12.0,144,2,21.69797406110594,835.0074999999999,789.535,1466.32,294.64,556.7701932500219,1171.6799999999998,78,23.0,2,385,0.0,192.5,3.0,-50.25,42.85714285714285,3,At-Risk Customers
78,2,1741.41,1147,12.604395604395604,10.0,48,2,10.522863067181248,870.705,870.705,964.21,777.2,132.23603914969624,187.01,87,45.5,1,370,0.0,370.0,1.0,-60.6,33.33333333333333,3,At-Risk Customers
195,2,1345.21,584,7.584415584415584,6.0,25,1,4.620750250516541,672.605,672.605,762.48,582.73,127.10244391828192,179.75,73,38.5,2,468,38.961038961038966,468.0,1.0,-33.8,33.33333333333333,3,At-Risk Customers
22,3,825.8000000000001,533,17.193548387096776,8.0,288,2,50.47205124610299,275.26666666666665,282.58,303.5,239.72000000000003,32.512854893616016,63.77999999999997,26,10.333333333333334,3,349,0.0,174.5,2.0,-117.43,40.0,3,At-Risk Customers
26,9,7956.46,3536,12.02721088435374,10.0,48,2,8.981547696261616,884.0511111111111,558.4,2474.62,373.72,768.3008857284436,2100.9,258,32.666666666666664,5,257,3.4013605442176877,31.875,3.0,-79.26,25.0,3,At-Risk Customers
9,8,6204.41,2890,18.88888888888889,12.0,120,2,16.84939306870208,775.55125,899.76,1281.5,30.6,414.86501795980064,1250.9,124,19.125,5,537,0.0,76.42857142857143,1.0,-50.4,11.11111111111111,3,At-Risk Customers
43,1,256.4,117,10.636363636363637,12.0,24,1,5.835627254592728,256.4,256.4,256.4,256.4,0.0,0.0,11,11.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
36,27,10432.22,4600,11.794871794871796,6.0,336,1,26.044434530911506,386.3785185185185,392.98,1075.27,45.0,227.09058925567567,1030.27,244,14.444444444444445,11,658,7.6923076923076925,24.923076923076923,6.0,-138.56,18.181818181818183,3,At-Risk Customers
43,5,5059.32,1801,16.675925925925927,12.0,96,1,15.984705718018647,1011.864,700.0,2862.06,64.6,1087.3683086608694,2797.46,107,21.6,2,129,0.0,32.0,0.0,0.0,0.0,0,VIP Customers
1,10,16794.14,13534,24.211091234347048,16.0,240,2,27.35938606395108,1679.414,1893.56,2843.29,19.8,1010.226343089068,2823.49,285,55.9,5,476,0.0,52.44444444444444,1.0,-152.4,9.090909090909092,3,At-Risk Customers
85,3,1103.43,532,7.6,6.0,24,1,4.988101785277627,367.81,297.29,519.89,286.25,131.82076922852482,233.64,62,23.33333333333333,3,296,0.0,147.5,2.0,-40.95,40.0,3,At-Risk Customers
80,6,13925.93,4958,44.267857142857146,33.0,480,4,54.87856900382275,2320.988333333333,2179.58,3978.99,728.88,1387.1738140322095,3250.11,88,18.666666666666668,5,657,0.0,131.2,0.0,0.0,0.0,3,At-Risk Customers
100,1,509.01,211,13.1875,9.5,24,2,7.884319881892161,509.01,509.01,509.01,509.01,0.0,0.0,16,16.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
2,39,12683.4,8000,14.209591474245116,12.0,120,1,12.586728889543124,325.2153846153846,263.46000000000004,1885.61,65.1,299.49825254605025,1820.51,273,14.435897435897436,11,735,4.618117229129663,18.86842105263158,8.0,-288.55,17.02127659574468,3,At-Risk Customers
14,2,2906.85,1180,12.040816326530612,12.0,48,1,8.729519025669427,1453.425,1453.425,2016.78,890.0699999999999,796.704281430695,1126.71,84,49.0,2,125,0.0,125.0,0.0,0.0,0.0,0,VIP Customers
683,2,1142.88,478,6.732394366197183,6.0,24,1,4.582443972002193,571.44,571.44,1066.36,76.52000000000001,699.9225762896923,989.84,69,35.5,2,43,0.0,43.0,1.0,-53.7,33.33333333333333,0,VIP Customers
462,2,859.2,331,10.34375,12.0,16,1,5.397785537577184,429.6,429.6,568.51,290.69,196.44840594924665,277.82,21,16.0,2,255,0.0,255.0,1.0,-91.05,33.33333333333333,0,VIP Customers
367,1,173.55,121,11.0,6.0,25,1,9.348796714016194,173.55,173.55,173.55,173.55,0.0,0.0,11,11.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
3,1,172.06,182,15.166666666666666,12.0,25,1,8.621678104251709,172.06,172.06,172.06,172.06,0.0,0.0,12,12.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
732,1,485.31,182,8.666666666666666,6.0,27,2,7.009517339541527,485.31,485.31,485.31,485.31,0.0,0.0,21,21.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
21,5,5005.46,1153,6.551136363636363,6.0,24,1,4.33822858696119,1001.092,879.01,1870.2,562.54,506.5277346503349,1307.66,138,35.2,5,149,0.0,37.25,0.0,0.0,0.0,3,At-Risk Customers
22,2,434.98,206,8.583333333333334,6.0,24,2,5.874903637815959,217.49,217.49,301.58000000000004,133.4,118.92121845995358,168.18000000000004,24,12.0,2,398,0.0,398.0,1.0,-8.5,33.33333333333333,3,At-Risk Customers
58,1,1002.31,351,6.157894736842105,6.0,12,2,3.2884509688356456,1002.31,1002.31,1002.31,1002.31,0.0,0.0,57,57.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
243,1,476.49,190,7.3076923076923075,7.0,12,2,3.426592835680723,476.49,476.49,476.49,476.49,0.0,0.0,26,26.0,1,0,100.0,0.0,0.0,0.0,0.0,0,VIP Customers
44,1,449.45,243,11.045454545454543,12.0,24,1,7.319102681972979,449.45,449.45,449.45,449.45,0.0,0.0,22,22.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
22,6,4835.89,2282,11.35323383084577,6.0,144,1,17.35452684431499,805.9816666666667,818.44,1342.71,90.0,424.2375889718716,1252.71,125,33.5,5,416,23.88059701492537,82.8,0.0,0.0,0.0,3,At-Risk Customers
156,5,688.2,442,11.945945945945946,12.0,40,2,7.641065755893342,137.64,105.6,236.3,96.0,58.92629463999923,140.3,31,7.4,5,318,45.94594594594595,79.0,2.0,-21.25,28.57142857142857,3,At-Risk Customers
11,8,12669.88,9359,18.315068493150687,12.0,144,1,15.869830421064329,1583.735,1770.29,2919.51,93.78,1075.9614388337266,2825.73,352,63.875,6,518,0.0,73.57142857142857,2.0,-123.35,20.0,3,At-Risk Customers
17,2,430.5700000000001,185,8.409090909090908,6.0,24,2,5.957461035654533,215.285,215.285,350.57,80.0,191.32188178564417,270.57,21,11.0,1,0,0.0,0.0,1.0,-2.0,33.33333333333333,0,VIP Customers
134,1,707.09,473,11.0,12.0,25,2,7.171371656006361,707.09,707.09,707.09,707.09,0.0,0.0,43,43.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
56,5,16679.78,7703,192.575,152.0,576,1,187.6936794558951,3335.956,4098.96,4733.52,220.0,1793.3020339251275,4513.52,24,8.0,2,364,0.0,90.5,4.0,-12387.07,44.44444444444444,3,At-Risk Customers
73,10,5879.95,3302,14.54625550660793,8.0,288,1,24.44320347445726,587.995,386.82,1683.9,15.0,609.1202753014657,1668.9,199,22.7,8,648,0.0,71.44444444444444,0.0,0.0,0.0,3,At-Risk Customers
44,3,3181.04,1633,13.064,12.0,72,2,10.96603554088126,1060.3466666666666,940.17,1325.23,915.64,229.723345425173,409.59,105,41.66666666666666,3,210,36.0,104.5,1.0,-27.15,25.0,3,At-Risk Customers
66,8,2995.91,1094,13.023809523809524,10.0,100,1,18.026069602458524,374.48875,207.675,743.28,160.0,256.7429946985618,583.28,63,10.5,3,368,0.0,52.142857142857146,6.0,-523.6,42.85714285714285,3,At-Risk Customers
71,4,1777.49,986,11.738095238095235,10.0,72,1,9.825120309658002,444.3725,445.7000000000001,505.48,380.61,51.094305863439104,124.87,71,21.0,4,416,0.0,138.33333333333334,0.0,0.0,0.0,3,At-Risk Customers
605,1,454.36,258,11.217391304347826,8.0,48,1,10.513871883197195,454.36,454.36,454.36,454.36,0.0,0.0,23,23.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
456,1,326.65,170,9.444444444444445,6.0,25,2,8.168967262989298,326.65,326.65,326.65,326.65,0.0,0.0,18,18.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
94,2,826.88,287,8.2,6.0,24,2,4.451040856460694,413.44,413.44,626.88,200.0,301.8497427529134,426.88,35,17.5,2,60,0.0,60.0,0.0,0.0,0.0,0,VIP Customers
19,2,1189.59,536,8.64516129032258,6.0,48,1,8.670841988713155,594.7950000000001,594.7950000000001,762.11,427.48,236.6191421884544,334.63,51,31.0,2,284,0.0,284.0,2.0,-65.58,50.0,3,At-Risk Customers
53,4,1344.78,776,9.349397590361448,12.0,24,1,4.505914094587134,336.195,344.20500000000004,358.99,297.38,27.298125088242475,61.610000000000014,65,20.75,4,188,0.0,62.0,3.0,-41.15,42.85714285714285,3,At-Risk Customers
10,8,1212.05,112,3.8620689655172415,3.0,12,1,2.294778824247938,151.50625,149.77499999999998,281.9,34.0,82.31924110046899,247.9,6,3.625,5,299,0.0,42.285714285714285,0.0,0.0,0.0,3,At-Risk Customers
17,2,742.19,479,10.191489361702128,12.0,48,2,7.778561110576384,371.095,371.095,440.94,301.25,98.77574626394885,139.69,46,23.5,2,152,0.0,152.0,1.0,-8.3,33.33333333333333,0,VIP Customers
682,1,56.73,1,1.0,1.0,1,1,0.0,56.73,56.73,56.73,56.73,0.0,0.0,1,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
423,1,132.8,129,14.333333333333334,12.0,25,4,8.41130192063036,132.8,132.8,132.8,132.8,0.0,0.0,9,9.0,1,0,0.0,0.0,1.0,-132.8,50.0,0,VIP Customers
188,5,3670.74,2201,14.673333333333334,12.0,48,1,12.234013903738544,734.1479999999999,508.9500000000001,1888.31,220.59,660.9368626578487,1667.72,127,30.0,4,495,17.333333333333336,123.25,5.0,-46.19,50.0,3,At-Risk Customers
523,2,3070.54,2552,33.578947368421055,6.0,288,1,71.91703797346766,1535.27,1535.27,1956.84,1113.7,596.1900114896256,843.1399999999999,76,38.0,2,14,0.0,14.0,0.0,0.0,0.0,0,VIP Customers
