Actual,Predicted,Residual
0.0,0.0,0.0
0.0,89.20620000000002,-89.20620000000002
0.0,324.53075000000007,-324.53075000000007
0.0,175.8836000000001,-175.8836000000001
964.33,471.1917499999996,493.1382500000004
0.0,59.590900000000005,-59.590900000000005
0.0,0.0,0.0
0.0,29.533050000000003,-29.533050000000003
0.0,46.088849999999994,-46.088849999999994
179.0,112.1840999999998,66.8159000000002
0.0,0.0,0.0
0.0,153.66999999999996,-153.66999999999996
0.0,308.06685,-308.06685
0.0,107.66344999999993,-107.66344999999993
0.0,0.0,0.0
302.87,82.82675,220.04325
0.0,28.9298,-28.9298
695.5,645.4468999999998,50.0531000000002
0.0,70.0914,-70.0914
0.0,3.6399,-3.6399
632.59,313.77995000000004,318.81005
0.0,221.93084999999996,-221.93084999999996
0.0,21.726749999999992,-21.726749999999992
422.85,338.28930000000014,84.56069999999988
0.0,3.1506,-3.1506
0.0,0.685,-0.685
0.0,132.52384999999998,-132.52384999999998
0.0,1768.1328999999996,-1768.1328999999996
0.0,0.0,0.0
228.8,281.3259500000003,-52.52595000000031
521.02,23.08025,497.93975
0.0,0.0,0.0
0.0,0.0,0.0
0.0,220.46594999999996,-220.46594999999996
0.0,43.48015,-43.48015
1129.84,160.23905000000005,969.6009499999999
261.71,371.74295000000035,-110.03295000000037
0.0,0.0,0.0
164.96,356.1670500000007,-191.2070500000007
0.0,0.0,0.0
111.05,2.6856999999999998,108.3643
284.86,137.71644999999992,147.1435500000001
0.0,0.0,0.0
4244.97,3174.905399999998,1070.0646000000024
0.0,0.0,0.0
369.17,205.8206000000001,163.34939999999992
0.0,265.78479999999985,-265.78479999999985
1138.81,592.7220500000006,546.0879499999993
0.0,0.591,-0.591
0.0,0.0,0.0
877.4499999999999,2682.7571000000007,-1805.307100000001
0.0,0.0,0.0
0.0,0.0,0.0
0.0,8.55995,-8.55995
0.0,1.79745,-1.79745
242.37,248.48290000000006,-6.112900000000053
0.0,296.2415999999996,-296.2415999999996
0.0,87.31020000000002,-87.31020000000002
290.76,220.93635000000006,69.82364999999993
175.31,197.4953000000005,-22.185300000000495
0.0,0.0,0.0
584.07,150.82665,433.2433500000001
0.0,180.84204999999992,-180.84204999999992
0.0,-0.014750000000000001,0.014750000000000001
504.43,121.08260000000006,383.34739999999994
0.0,20.590999999999998,-20.590999999999998
0.0,0.0,0.0
0.0,0.685,-0.685
0.0,204.04285,-204.04285
332.4,421.44920000000025,-89.04920000000027
0.0,15.8449,-15.8449
452.76,352.8025000000003,99.9574999999997
617.35,1315.1089999999995,-697.7589999999994
184.4,90.18804999999996,94.21195000000004
0.0,82.69510000000002,-82.69510000000002
0.0,145.27779999999998,-145.27779999999998
0.0,152.0164000000002,-152.0164000000002
0.0,0.0,0.0
0.0,112.23079999999999,-112.23079999999999
0.0,0.0,0.0
0.0,0.0,0.0
473.96,0.8748999999999999,473.08509999999995
343.7,426.64305000000024,-82.94305000000026
0.0,0.0,0.0
0.0,0.0,0.0
0.0,139.42819999999992,-139.42819999999992
0.0,49.29344999999999,-49.29344999999999
1040.39,361.3079500000001,679.08205
0.0,70.97770000000003,-70.97770000000003
224.21,148.1131,76.0969
0.0,166.63575,-166.63575
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,191.31055000000006,-191.31055000000006
0.0,0.0,0.0
0.0,91.21204999999998,-91.21204999999998
0.0,122.25035000000004,-122.25035000000004
0.0,0.685,-0.685
574.98,231.37349999999995,343.6065000000001
3060.78,1794.9299499999977,1265.8500500000025
0.0,0.39225,-0.39225
0.0,9.562600000000002,-9.562600000000002
0.0,71.99944999999998,-71.99944999999998
0.0,0.0,0.0
0.0,56.761950000000006,-56.761950000000006
0.0,2.887,-2.887
372.68,271.98154999999974,100.69845000000026
176.87,75.95394999999999,100.91605000000001
0.0,0.0,0.0
0.0,-1.6058500000000004,1.6058500000000004
0.0,102.24755000000003,-102.24755000000003
0.0,59.48050000000002,-59.48050000000002
-1.65,163.39085,-165.04085
0.0,24.053349999999995,-24.053349999999995
252.72,17.878800000000005,234.8412
121.66,169.56529999999992,-47.905299999999926
0.0,88.18574999999997,-88.18574999999997
0.0,0.0,0.0
0.0,72.6668,-72.6668
0.0,0.0,0.0
0.0,62.39355000000001,-62.39355000000001
0.0,0.0,0.0
0.0,720.0754499999999,-720.0754499999999
0.0,117.75090000000002,-117.75090000000002
335.2,180.07860000000005,155.12139999999994
0.0,466.0290000000002,-466.0290000000002
0.0,25.726950000000002,-25.726950000000002
0.0,53.7403,-53.7403
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.6671999999999998,-1.6671999999999998
0.0,6.8416999999999994,-6.8416999999999994
513.01,187.75729999999996,325.2527
0.0,548.4868999999998,-548.4868999999998
0.0,302.3283,-302.3283
0.0,166.08025,-166.08025
0.0,0.0,0.0
0.0,24.839749999999995,-24.839749999999995
1075.36,329.16375,746.19625
0.0,0.0,0.0
0.0,208.58494999999982,-208.58494999999982
350.24,257.24109999999996,92.99890000000005
0.0,99.77254999999995,-99.77254999999995
0.0,156.8881999999999,-156.8881999999999
0.0,153.3261000000001,-153.3261000000001
0.0,161.63989999999995,-161.63989999999995
0.0,106.83719999999998,-106.83719999999998
270.0,611.25555,-341.25554999999997
0.0,297.74670000000003,-297.74670000000003
108.75,207.70540000000005,-98.95540000000005
0.0,0.0,0.0
108.86,78.3003,30.559700000000007
90.02,270.58110000000056,-180.56110000000058
0.0,0.0,0.0
585.75,391.2576500000001,194.49234999999987
0.0,261.7646,-261.7646
0.0,19.9917,-19.9917
0.0,0.0,0.0
0.0,0.0,0.0
351.15,223.29950000000008,127.8504999999999
0.0,0.0,0.0
0.0,175.8543,-175.8543
0.0,1065.131900000001,-1065.131900000001
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.39225,-0.39225
0.0,0.0,0.0
0.0,0.0,0.0
0.0,37.454499999999996,-37.454499999999996
458.46000000000004,169.13074999999998,289.32925000000006
85.1,105.18720000000005,-20.087200000000053
0.0,2.2845,-2.2845
133.68,253.75284999999985,-120.07284999999985
0.0,923.5958999999993,-923.5958999999993
0.0,2.5026,-2.5026
0.0,0.0,0.0
0.0,0.0,0.0
0.0,3.8132,-3.8132
0.0,5.045799999999999,-5.045799999999999
0.0,128.2142499999999,-128.2142499999999
0.0,0.0,0.0
0.0,102.98950000000002,-102.98950000000002
0.0,0.0,0.0
599.5500000000001,351.51565000000016,248.0343499999999
0.0,0.0,0.0
0.0,11.048700000000002,-11.048700000000002
0.0,0.0,0.0
0.0,76.00805000000003,-76.00805000000003
0.0,4.088,-4.088
0.0,2.044,-2.044
0.0,706.9378999999993,-706.9378999999993
0.0,5.6887,-5.6887
0.0,0.0,0.0
0.0,0.0,0.0
0.0,109.95485000000001,-109.95485000000001
536.21,114.95649999999999,421.25350000000003
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,162.25425000000007,-162.25425000000007
0.0,32.21780000000001,-32.21780000000001
437.90999999999997,138.0217,299.88829999999996
0.0,0.0,0.0
0.0,323.0564,-323.0564
0.0,306.29274999999996,-306.29274999999996
177.2,99.20120000000001,77.99879999999997
0.0,0.0,0.0
0.0,116.91654999999999,-116.91654999999999
0.0,100.68095000000001,-100.68095000000001
617.04,488.29924999999946,128.7407500000005
0.0,39.5751,-39.5751
0.0,0.0,0.0
0.0,29.493000000000002,-29.493000000000002
621.08,293.40365,327.67635
0.0,87.93115,-87.93115
0.0,26.822500000000005,-26.822500000000005
0.0,0.0,0.0
272.63,37.41190000000002,235.2181
0.0,541.0361500000005,-541.0361500000005
0.0,2.7532,-2.7532
0.0,0.0,0.0
0.0,254.49305000000004,-254.49305000000004
0.0,28.149649999999998,-28.149649999999998
0.0,8.794999999999996,-8.794999999999996
569.9200000000001,1101.613550000001,-531.6935500000009
0.0,0.0,0.0
0.0,60.67975000000001,-60.67975000000001
0.0,0.0,0.0
1296.37,63.031949999999995,1233.3380499999998
0.0,62.2523,-62.2523
129.78,219.16944999999998,-89.38944999999998
0.0,215.72495000000018,-215.72495000000018
0.0,0.0,0.0
0.0,93.0284,-93.0284
0.0,17.2324,-17.2324
0.0,60.10145000000002,-60.10145000000002
440.63,119.86355000000009,320.7664499999999
0.0,0.0,0.0
0.0,0.0,0.0
0.0,29.2778,-29.2778
251.37,102.79609999999998,148.57390000000004
0.0,107.31104999999998,-107.31104999999998
0.0,0.0,0.0
0.0,0.0,0.0
275.76,515.7535000000004,-239.99350000000038
0.0,0.0,0.0
0.0,2.84205,-2.84205
0.0,0.0,0.0
0.0,34.6986,-34.6986
0.0,92.6314,-92.6314
0.0,0.0,0.0
0.0,285.8359000000002,-285.8359000000002
300.21999999999997,483.11525000000006,-182.8952500000001
0.0,171.81990000000005,-171.81990000000005
119.0,22.95415,96.04585
387.48,225.4218500000002,162.0581499999998
0.0,0.0,0.0
0.0,187.3016499999998,-187.3016499999998
518.66,780.4829500000004,-261.82295000000045
0.0,0.0,0.0
0.0,328.00889999999987,-328.00889999999987
0.0,0.0,0.0
0.0,262.4389499999999,-262.4389499999999
0.0,143.9952,-143.9952
0.0,161.83345,-161.83345
0.0,0.0,0.0
0.0,166.97789999999983,-166.97789999999983
378.90000000000003,217.3966,161.50340000000003
0.0,0.0,0.0
665.33,362.8216499999999,302.5083500000001
0.0,93.90085,-93.90085
0.0,0.0,0.0
439.66,457.36375000000015,-17.703750000000127
0.0,0.0,0.0
0.0,142.84260000000003,-142.84260000000003
129.18,353.80755000000005,-224.62755000000004
0.0,72.33710000000002,-72.33710000000002
0.0,965.3242499999989,-965.3242499999989
0.0,0.0,0.0
0.0,234.46389999999985,-234.46389999999985
0.0,32.626450000000006,-32.626450000000006
0.0,134.78660000000005,-134.78660000000005
0.0,267.26894999999985,-267.26894999999985
343.14,152.26630000000003,190.87369999999996
0.0,133.01889999999995,-133.01889999999995
0.0,0.0,0.0
314.69,2.044,312.646
0.0,232.7693999999999,-232.7693999999999
0.0,0.0,0.0
0.0,234.65134999999998,-234.65134999999998
0.0,29.811900000000005,-29.811900000000005
0.0,621.9940000000005,-621.9940000000005
0.0,57.50685000000001,-57.50685000000001
0.0,2.0234,-2.0234
0.0,138.57754999999995,-138.57754999999995
0.0,60.25034999999998,-60.25034999999998
0.0,191.25870000000006,-191.25870000000006
255.34,475.99549999999965,-220.65549999999965
42.36000000000001,20.9465,21.413500000000006
682.9,464.2226499999992,218.67735000000079
0.0,8.07845,-8.07845
0.0,219.19724999999994,-219.19724999999994
0.0,101.1353,-101.1353
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,543.2496499999997,-543.2496499999997
0.0,25.2211,-25.2211
0.0,181.32035000000005,-181.32035000000005
0.0,429.06365000000034,-429.06365000000034
0.0,19.06835,-19.06835
0.0,0.0,0.0
164.57,207.6055500000001,-43.035550000000114
0.0,1058.4477499999996,-1058.4477499999996
102.99000000000001,217.86084999999974,-114.87084999999973
0.0,74.51180000000001,-74.51180000000001
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
153.92,163.58384999999998,-9.663849999999996
400.58,599.4662000000004,-198.88620000000043
385.29999999999995,146.32555000000005,238.9744499999999
0.0,0.0,0.0
0.0,122.59500000000001,-122.59500000000001
338.71000000000004,288.9829000000002,49.72709999999984
0.0,142.85835000000006,-142.85835000000006
0.0,0.0,0.0
0.0,0.0,0.0
0.0,138.30674999999997,-138.30674999999997
0.0,105.16564999999997,-105.16564999999997
0.0,-0.029500000000000002,0.029500000000000002
0.0,0.75,-0.75
0.0,0.685,-0.685
0.0,1.3134000000000001,-1.3134000000000001
1366.92,358.4171999999999,1008.5028000000002
1146.07,306.7025000000002,839.3674999999997
404.37,132.42070000000004,271.9493
0.0,0.0,0.0
0.0,0.0,0.0
0.0,24.528000000000006,-24.528000000000006
0.0,0.0,0.0
-19.36,457.72509999999994,-477.08509999999995
0.0,123.24984999999988,-123.24984999999988
826.13,130.07850000000005,696.0514999999999
0.0,0.0,0.0
0.0,0.0,0.0
413.32,801.5501500000001,-388.23015000000015
0.0,-0.029500000000000002,0.029500000000000002
0.0,0.0,0.0
0.0,0.0,0.0
0.0,163.52845000000002,-163.52845000000002
89.94,286.9607000000001,-197.0207000000001
0.0,0.0,0.0
0.0,0.0,0.0
0.0,9.1189,-9.1189
0.0,86.43925000000004,-86.43925000000004
166.97,84.6868,82.2832
1274.27,512.1445000000008,762.1254999999992
753.02,183.79185000000012,569.2281499999999
0.0,0.0,0.0
0.0,0.0,0.0
0.0,6.165,-6.165
0.0,20.233549999999997,-20.233549999999997
0.0,0.0,0.0
0.0,0.0,0.0
-436.2,17.23335,-453.43335
0.0,0.0,0.0
165.12,71.28765000000003,93.83234999999998
0.0,4.3285,-4.3285
311.0,299.1087000000002,11.891299999999774
0.0,275.6032999999996,-275.6032999999996
0.0,533.4688500000002,-533.4688500000002
0.0,74.7952,-74.7952
0.0,0.0,0.0
0.0,154.31579999999997,-154.31579999999997
0.0,455.1119500000006,-455.1119500000006
0.0,0.0,0.0
0.0,55.79930000000001,-55.79930000000001
0.0,246.84669999999997,-246.84669999999997
0.0,176.37715000000003,-176.37715000000003
0.0,75.49445000000001,-75.49445000000001
2303.43,388.19024999999965,1915.2397500000002
0.0,226.26974999999985,-226.26974999999985
0.0,0.0,0.0
-8.7,30.39760000000001,-39.097600000000014
0.0,0.0,0.0
0.0,63.89770000000002,-63.89770000000002
426.09000000000003,42.30495,383.78505
0.0,0.0,0.0
0.0,13.233000000000002,-13.233000000000002
0.0,0.15925,-0.15925
0.0,0.0,0.0
0.0,0.0,0.0
197.85,401.30130000000014,-203.45130000000015
0.0,0.0,0.0
0.0,15.07,-15.07
0.0,807.6209499999994,-807.6209499999994
209.72,167.34129999999996,42.37870000000004
0.0,88.91155,-88.91155
0.0,0.0,0.0
656.91,1064.461700000001,-407.551700000001
310.5,114.06605000000005,196.43394999999995
0.0,159.93980000000005,-159.93980000000005
0.0,9.814499999999999,-9.814499999999999
0.0,414.1749499999998,-414.1749499999998
0.0,0.0,0.0
243.55,202.06395000000012,41.48604999999989
0.0,2.74,-2.74
0.0,0.0,0.0
0.0,178.1792000000002,-178.1792000000002
0.0,0.0,0.0
0.0,635.1413499999998,-635.1413499999998
381.02,124.48715000000004,256.53284999999994
0.0,0.591,-0.591
0.0,0.0,0.0
0.0,4.755249999999999,-4.755249999999999
0.0,376.07389999999987,-376.07389999999987
0.0,92.93330000000002,-92.93330000000002
0.0,0.0,0.0
379.58,331.75455000000017,47.82544999999982
0.0,0.0,0.0
1497.52,1237.007899999999,260.51210000000106
0.0,0.0,0.0
0.0,0.0,0.0
51.95,243.84405000000018,-191.89405000000016
0.0,0.0,0.0
136.74,99.79645,36.943550000000016
0.0,41.524899999999995,-41.524899999999995
0.0,3.22815,-3.22815
0.0,113.26535000000001,-113.26535000000001
0.0,134.90829999999997,-134.90829999999997
3016.79,1891.3214999999984,1125.4685000000015
460.86,149.22395000000003,311.63604999999995
488.34,639.1854499999996,-150.84544999999963
3184.06,1583.4113999999995,1600.6486000000004
0.0,2.044,-2.044
0.0,0.0,0.0
348.1,127.05525000000002,221.04475000000002
0.0,140.32715000000002,-140.32715000000002
0.0,58.19795000000001,-58.19795000000001
0.0,56.355250000000005,-56.355250000000005
0.0,87.98210000000005,-87.98210000000005
0.0,0.0,0.0
0.0,4.884650000000001,-4.884650000000001
0.0,0.0,0.0
0.0,138.97754999999998,-138.97754999999998
93.35,16.212699999999998,77.1373
302.62,181.10200000000003,121.51799999999997
0.0,583.9111499999992,-583.9111499999992
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,25.5804,-25.5804
0.0,27.8876,-27.8876
0.0,0.0,0.0
0.0,85.17955000000002,-85.17955000000002
0.0,-0.014750000000000001,0.014750000000000001
0.0,0.0,0.0
117.74000000000001,41.96614999999999,75.77385000000001
114.34,149.12799999999993,-34.787999999999926
0.0,26.811799999999995,-26.811799999999995
0.0,101.61475,-101.61475
0.0,24.424750000000003,-24.424750000000003
0.0,25.729049999999997,-25.729049999999997
0.0,0.0,0.0
479.36,293.8883500000001,185.4716499999999
405.13,320.29024999999996,84.83975000000004
215.25,178.5364999999999,36.713500000000096
0.0,148.66329999999996,-148.66329999999996
0.0,216.03154999999998,-216.03154999999998
363.95,243.2484,120.70159999999998
0.0,0.0,0.0
0.0,2.0255,-2.0255
0.0,57.29155000000001,-57.29155000000001
0.0,50.334399999999995,-50.334399999999995
0.0,0.1771000000000001,-0.1771000000000001
0.0,-0.014750000000000001,0.014750000000000001
0.0,0.0,0.0
0.0,0.0,0.0
0.0,604.4167999999997,-604.4167999999997
309.36,651.3168499999999,-341.9568499999999
220.57999999999998,175.56085000000002,45.01914999999997
0.0,0.0,0.0
352.08,331.20654999999994,20.873450000000048
0.0,14.290650000000001,-14.290650000000001
613.98,269.69774999999987,344.28225000000015
388.93,126.57609999999998,262.3539
0.0,208.11855,-208.11855
0.0,5.62435,-5.62435
0.0,62.5562,-62.5562
0.0,67.49485,-67.49485
0.0,1.2714,-1.2714
851.07,945.8345000000005,-94.76450000000045
0.0,97.44359999999999,-97.44359999999999
0.0,127.9822,-127.9822
385.02,332.2606500000005,52.75934999999947
0.0,0.0,0.0
231.95,118.17925,113.77074999999999
0.0,2.9727500000000004,-2.9727500000000004
0.0,0.93855,-0.93855
0.0,75.05490000000003,-75.05490000000003
0.0,85.83295,-85.83295
157.54,248.75419999999988,-91.21419999999989
0.0,57.540700000000015,-57.540700000000015
178.04,82.15165000000005,95.88834999999995
0.0,0.0,0.0
0.0,55.64764999999999,-55.64764999999999
0.0,0.0,0.0
0.0,83.24765000000004,-83.24765000000004
0.0,173.15514999999996,-173.15514999999996
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,175.46294999999995,-175.46294999999995
0.0,4.795,-4.795
0.0,53.93260000000001,-53.93260000000001
0.0,252.19739999999962,-252.19739999999962
1324.3,126.84445000000001,1197.45555
0.0,46.94870000000001,-46.94870000000001
0.0,87.54625,-87.54625
264.53000000000003,250.1853500000001,14.344649999999916
0.0,0.0,0.0
1228.29,487.52810000000005,740.7619
0.0,15.711750000000002,-15.711750000000002
0.0,0.0,0.0
0.0,111.85715000000002,-111.85715000000002
0.0,42.30464999999998,-42.30464999999998
0.0,69.23644999999999,-69.23644999999999
895.55,256.4156500000001,639.1343499999998
0.0,0.0,0.0
0.0,0.0,0.0
720.52,323.61005,396.90995
160.7,351.11975,-190.41975000000002
0.0,0.0,0.0
0.0,4.37735,-4.37735
0.0,136.1706,-136.1706
1560.17,557.32375,1002.84625
0.0,102.46455000000002,-102.46455000000002
0.0,93.32725000000006,-93.32725000000006
0.0,0.0,0.0
0.0,55.72929999999999,-55.72929999999999
765.28,487.15020000000004,278.12979999999993
1018.36,478.6128499999996,539.7471500000004
-61.51,187.61575000000002,-249.12575
0.0,0.0,0.0
0.0,177.81620000000004,-177.81620000000004
0.0,0.0,0.0
0.0,41.8984,-41.8984
151.08,102.3492000000001,48.73079999999992
0.0,307.89644999999996,-307.89644999999996
0.0,86.9269,-86.9269
125.22,534.44525,-409.22524999999996
0.0,97.29884999999999,-97.29884999999999
0.0,28.383449999999993,-28.383449999999993
0.0,-0.014750000000000001,0.014750000000000001
0.0,0.15059999999999998,-0.15059999999999998
0.0,-0.014750000000000001,0.014750000000000001
0.0,56.649499999999996,-56.649499999999996
0.0,0.0,0.0
0.0,34.44565,-34.44565
0.0,0.0,0.0
212.92,215.01964999999984,-2.099649999999855
0.0,0.0,0.0
0.0,0.0,0.0
0.0,54.302850000000014,-54.302850000000014
0.0,87.43359999999998,-87.43359999999998
0.0,252.29324999999997,-252.29324999999997
0.0,262.73999999999984,-262.73999999999984
0.0,29.578750000000003,-29.578750000000003
418.0,177.80615,240.19385
0.0,2859.5589999999966,-2859.5589999999966
0.0,11.136399999999998,-11.136399999999998
0.0,0.0,0.0
0.0,93.0315,-93.0315
0.0,13.65,-13.65
0.0,340.45755000000025,-340.45755000000025
0.0,7.686650000000001,-7.686650000000001
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1823.07,593.0020499999998,1230.06795
241.8,99.68985000000002,142.11014999999998
0.0,143.9849,-143.9849
0.0,1591.8268000000003,-1591.8268000000003
0.0,93.9983,-93.9983
0.0,0.0,0.0
0.0,33.79515000000001,-33.79515000000001
75.98,125.43354999999993,-49.45354999999992
